,latitud,longitud,year,matching_accuracy
93675,24.963687896728516,67.17186737060547,2015,4.0
93678,24.963687896728516,67.17186737060547,2018,4.0
93680,24.963687896728516,67.17186737060547,2015,4.0
93683,24.963687896728516,67.17186737060547,2018,4.0
93685,24.963687896728516,67.17186737060547,2015,4.0
93688,24.963687896728516,67.17186737060547,2018,4.0
93690,24.963687896728516,67.17186737060547,2015,4.0
93693,24.963687896728516,67.17186737060547,2018,4.0
93695,24.96368789672852,67.17186737060547,2015,4.0
93698,24.96368789672852,67.17186737060547,2018,4.0
93700,24.963687896728516,67.17186737060547,2015,4.0
93703,24.963687896728516,67.17186737060547,2018,4.0
93705,24.963687896728516,67.17186737060547,2015,4.0
93708,24.963687896728516,67.17186737060547,2018,4.0
93710,24.963687896728516,67.17186737060547,2015,4.0
93713,24.963687896728516,67.17186737060547,2018,4.0
93715,24.963687896728516,67.17186737060547,2015,4.0
93718,24.963687896728516,67.17186737060547,2018,4.0
93720,24.963687896728516,67.17186737060547,2015,4.0
93723,24.963687896728516,67.17186737060547,2018,4.0
93725,24.963687896728516,67.17186737060547,2015,4.0
93728,24.963687896728516,67.17186737060547,2018,4.0
93730,24.963687896728516,67.17186737060547,2015,4.0
93733,24.963687896728516,67.17186737060547,2018,4.0
93735,24.963687896728516,67.17186737060547,2015,4.0
93738,24.963687896728516,67.17186737060547,2018,4.0
93740,24.963687896728516,67.17186737060547,2015,4.0
93743,24.963687896728516,67.17186737060547,2018,4.0
93745,24.963687896728516,67.17186737060547,2015,4.0
93748,24.963687896728516,67.17186737060547,2018,4.0
93750,24.963687896728516,67.17186737060547,2015,4.0
93753,24.963687896728516,67.17186737060547,2018,4.0
93755,24.963687896728516,67.17186737060547,2015,4.0
93758,24.963687896728516,67.17186737060547,2018,4.0
93760,24.963687896728516,67.17186737060547,2015,4.0
93763,24.963687896728516,67.17186737060547,2018,4.0
93765,24.963687896728516,67.17186737060547,2015,4.0
93768,24.963687896728516,67.17186737060547,2018,4.0
93770,24.963687896728516,67.17186737060547,2015,4.0
93773,24.963687896728516,67.17186737060547,2018,4.0
93775,24.963687896728516,67.17186737060547,2015,4.0
93778,24.963687896728516,67.17186737060547,2018,4.0
93780,24.963687896728516,67.17186737060547,2015,4.0
93783,24.963687896728516,67.17186737060547,2018,4.0
93785,24.963687896728516,67.17186737060547,2015,4.0
93788,24.963687896728516,67.17186737060547,2018,4.0
93790,24.963687896728516,67.17186737060547,2015,4.0
93793,24.963687896728516,67.17186737060547,2018,4.0
93795,24.963687896728516,67.17186737060547,2015,4.0
93798,24.963687896728516,67.17186737060547,2018,4.0
93800,24.963687896728516,67.17186737060547,2015,4.0
93803,24.963687896728516,67.17186737060547,2018,4.0
93805,24.963687896728516,67.17186737060547,2015,4.0
93808,24.963687896728516,67.17186737060547,2018,4.0
93810,24.963687896728516,67.17186737060547,2015,4.0
93813,24.963687896728516,67.17186737060547,2018,4.0
93815,24.963687896728516,67.17186737060547,2015,4.0
93818,24.963687896728516,67.17186737060547,2018,4.0
93820,24.963687896728516,67.17186737060547,2015,4.0
93823,24.963687896728516,67.17186737060547,2018,4.0
93825,24.963687896728516,67.17186737060547,2015,4.0
93828,24.963687896728516,67.17186737060547,2018,4.0
93830,24.963687896728516,67.17186737060547,2015,4.0
93833,24.963687896728516,67.17186737060547,2018,4.0
93835,24.963687896728516,67.17186737060547,2015,4.0
93838,24.963687896728516,67.17186737060547,2018,4.0
93840,24.963687896728516,67.17186737060547,2015,4.0
93843,24.963687896728516,67.17186737060547,2018,4.0
93845,24.963687896728516,67.17186737060547,2015,4.0
93848,24.963687896728516,67.17186737060547,2018,4.0
93850,24.963687896728516,67.17186737060547,2015,4.0
93853,24.963687896728516,67.17186737060547,2018,4.0
93855,24.963687896728516,67.17186737060547,2015,4.0
93858,24.963687896728516,67.17186737060547,2018,4.0
93860,24.963687896728516,67.17186737060547,2015,4.0
93863,24.963687896728516,67.17186737060547,2018,4.0
93865,24.963687896728516,67.17186737060547,2015,4.0
93868,24.963687896728516,67.17186737060547,2018,4.0
93870,24.963687896728516,67.17186737060547,2015,4.0
93873,24.963687896728516,67.17186737060547,2018,4.0
93875,24.963687896728516,67.17186737060547,2015,4.0
93878,24.963687896728516,67.17186737060547,2018,4.0
93880,24.963687896728516,67.17186737060547,2015,4.0
93883,24.963687896728516,67.17186737060547,2018,4.0
93885,24.963687896728516,67.17186737060547,2015,4.0
93888,24.963687896728516,67.17186737060547,2018,4.0
93890,24.963687896728516,67.17186737060547,2015,4.0
93893,24.963687896728516,67.17186737060547,2018,4.0
93895,24.963687896728516,67.17186737060547,2015,4.0
93898,24.963687896728516,67.17186737060547,2018,4.0
93900,24.963687896728516,67.17186737060547,2015,4.0
93903,24.963687896728516,67.17186737060547,2018,4.0
93905,24.963687896728516,67.17186737060547,2015,4.0
93908,24.963687896728516,67.17186737060547,2018,4.0
93910,24.963687896728516,67.17186737060547,2015,4.0
93913,24.963687896728516,67.17186737060547,2018,4.0
93915,24.96368789672852,67.17186737060547,2015,4.0
93918,24.96368789672852,67.17186737060547,2018,4.0
93920,24.963687896728516,67.17186737060547,2015,4.0
93923,24.963687896728516,67.17186737060547,2018,4.0
93925,24.963687896728516,67.17186737060547,2015,4.0
93928,24.963687896728516,67.17186737060547,2018,4.0
93930,24.963687896728516,67.17186737060547,2015,4.0
93933,24.963687896728516,67.17186737060547,2018,4.0
93935,24.963687896728516,67.17186737060547,2015,4.0
93938,24.963687896728516,67.17186737060547,2018,4.0
93940,24.963687896728516,67.17186737060547,2015,4.0
93943,24.963687896728516,67.17186737060547,2018,4.0
93945,24.963687896728516,67.17186737060547,2015,4.0
93948,24.963687896728516,67.17186737060547,2018,4.0
93950,24.963687896728516,67.17186737060547,2015,4.0
93953,24.963687896728516,67.17186737060547,2018,4.0
93955,24.963687896728516,67.17186737060547,2015,4.0
93958,24.963687896728516,67.17186737060547,2018,4.0
93960,24.963687896728516,67.17186737060547,2015,4.0
93963,24.963687896728516,67.17186737060547,2018,4.0
93965,24.963687896728516,67.17186737060547,2015,4.0
93968,24.963687896728516,67.17186737060547,2018,4.0
93970,24.963687896728516,67.17186737060547,2015,4.0
93973,24.963687896728516,67.17186737060547,2018,4.0
93975,24.963687896728516,67.17186737060547,2015,4.0
93978,24.963687896728516,67.17186737060547,2018,4.0
93980,24.963687896728516,67.17186737060547,2015,4.0
93983,24.963687896728516,67.17186737060547,2018,4.0
93985,24.963687896728516,67.17186737060547,2015,4.0
93988,24.963687896728516,67.17186737060547,2018,4.0
93990,24.963687896728516,67.17186737060547,2015,4.0
93993,24.963687896728516,67.17186737060547,2018,4.0
93995,24.963687896728516,67.17186737060547,2015,4.0
93998,24.963687896728516,67.17186737060547,2018,4.0
94000,24.963687896728516,67.17186737060547,2015,4.0
94003,24.963687896728516,67.17186737060547,2018,4.0
94005,24.963687896728516,67.17186737060547,2015,4.0
94008,24.963687896728516,67.17186737060547,2018,4.0
94010,24.963687896728516,67.17186737060547,2015,4.0
94013,24.963687896728516,67.17186737060547,2018,4.0
94015,24.963687896728516,67.17186737060547,2015,4.0
94018,24.963687896728516,67.17186737060547,2018,4.0
94020,24.963687896728516,67.17186737060547,2015,4.0
94023,24.963687896728516,67.17186737060547,2018,4.0
94025,24.963687896728516,67.17186737060547,2015,4.0
94028,24.963687896728516,67.17186737060547,2018,4.0
94030,24.963687896728516,67.17186737060547,2015,4.0
94033,24.963687896728516,67.17186737060547,2018,4.0
94035,24.963687896728516,67.17186737060547,2015,4.0
94038,24.963687896728516,67.17186737060547,2018,4.0
94040,24.963687896728516,67.17186737060547,2015,4.0
94043,24.963687896728516,67.17186737060547,2018,4.0
94045,24.963687896728516,67.17186737060547,2015,4.0
94048,24.963687896728516,67.17186737060547,2018,4.0
94050,24.963687896728516,67.17186737060547,2015,4.0
94053,24.963687896728516,67.17186737060547,2018,4.0
94055,24.963687896728516,67.17186737060547,2015,4.0
94058,24.963687896728516,67.17186737060547,2018,4.0
94060,24.963687896728516,67.17186737060547,2015,4.0
94063,24.963687896728516,67.17186737060547,2018,4.0
94065,24.963687896728516,67.17186737060547,2015,4.0
94068,24.963687896728516,67.17186737060547,2018,4.0
94070,24.963687896728516,67.17186737060547,2015,4.0
94073,24.963687896728516,67.17186737060547,2018,4.0
94075,24.963687896728516,67.17186737060547,2015,4.0
94078,24.963687896728516,67.17186737060547,2018,4.0
94080,24.963687896728516,67.17186737060547,2015,4.0
94083,24.963687896728516,67.17186737060547,2018,4.0
94085,24.963687896728516,67.17186737060547,2015,4.0
94088,24.963687896728516,67.17186737060547,2018,4.0
94090,24.963687896728516,67.17186737060547,2015,4.0
94093,24.963687896728516,67.17186737060547,2018,4.0
94095,24.963687896728516,67.17186737060547,2015,4.0
94098,24.963687896728516,67.17186737060547,2018,4.0
94100,24.963687896728516,67.17186737060547,2015,4.0
94103,24.963687896728516,67.17186737060547,2018,4.0
94105,24.963687896728516,67.17186737060547,2015,4.0
94108,24.963687896728516,67.17186737060547,2018,4.0
94110,24.96368789672852,67.17186737060547,2015,4.0
94113,24.96368789672852,67.17186737060547,2018,4.0
94115,24.963687896728516,67.17186737060547,2015,4.0
94118,24.963687896728516,67.17186737060547,2018,4.0
94120,24.96368789672852,67.17186737060547,2015,4.0
94123,24.96368789672852,67.17186737060547,2018,4.0
94125,24.963687896728516,67.17186737060547,2015,4.0
94128,24.963687896728516,67.17186737060547,2018,4.0
94130,24.963687896728516,67.17186737060547,2015,4.0
94133,24.963687896728516,67.17186737060547,2018,4.0
94135,24.963687896728516,67.17186737060547,2015,4.0
94138,24.963687896728516,67.17186737060547,2018,4.0
94140,24.963687896728516,67.17186737060547,2015,4.0
94143,24.963687896728516,67.17186737060547,2018,4.0
94145,24.963687896728516,67.17186737060547,2015,4.0
94148,24.963687896728516,67.17186737060547,2018,4.0
94150,24.963687896728516,67.17186737060547,2015,4.0
94153,24.963687896728516,67.17186737060547,2018,4.0
94155,24.963687896728516,67.17186737060547,2015,4.0
94158,24.963687896728516,67.17186737060547,2018,4.0
94160,24.963687896728516,67.17186737060547,2015,4.0
94163,24.963687896728516,67.17186737060547,2018,4.0
94165,24.963687896728516,67.17186737060547,2015,4.0
94168,24.963687896728516,67.17186737060547,2018,4.0
94170,24.963687896728516,67.17186737060547,2015,4.0
94173,24.963687896728516,67.17186737060547,2018,4.0
94175,24.963687896728516,67.17186737060547,2015,4.0
94178,24.963687896728516,67.17186737060547,2018,4.0
94180,24.963687896728516,67.17186737060547,2015,4.0
94183,24.963687896728516,67.17186737060547,2018,4.0
94185,24.963687896728516,67.17186737060547,2015,4.0
94188,24.963687896728516,67.17186737060547,2018,4.0
94190,24.96368789672852,67.17186737060547,2015,4.0
94193,24.96368789672852,67.17186737060547,2018,4.0
94195,24.963687896728516,67.17186737060547,2015,4.0
94198,24.963687896728516,67.17186737060547,2018,4.0
94200,24.963687896728516,67.17186737060547,2015,4.0
94203,24.963687896728516,67.17186737060547,2018,4.0
94205,24.963687896728516,67.17186737060547,2015,4.0
94208,24.963687896728516,67.17186737060547,2018,4.0
94210,24.963687896728516,67.17186737060547,2015,4.0
94213,24.963687896728516,67.17186737060547,2018,4.0
94215,24.963687896728516,67.17186737060547,2015,4.0
94218,24.963687896728516,67.17186737060547,2018,4.0
94220,24.963687896728516,67.17186737060547,2015,4.0
94223,24.963687896728516,67.17186737060547,2018,4.0
94225,24.963687896728516,67.17186737060547,2015,4.0
94228,24.963687896728516,67.17186737060547,2018,4.0
94230,24.96368789672852,67.17186737060547,2015,4.0
94233,24.96368789672852,67.17186737060547,2018,4.0
94235,24.963687896728516,67.17186737060547,2015,4.0
94238,24.963687896728516,67.17186737060547,2018,4.0
94240,24.963687896728516,67.17186737060547,2015,4.0
94243,24.963687896728516,67.17186737060547,2018,4.0
94245,24.963687896728516,67.17186737060547,2015,4.0
94248,24.963687896728516,67.17186737060547,2018,4.0
94250,24.963687896728516,67.17186737060547,2015,4.0
94253,24.963687896728516,67.17186737060547,2018,4.0
94255,24.963687896728516,67.17186737060547,2015,4.0
94258,24.963687896728516,67.17186737060547,2018,4.0
94260,24.963687896728516,67.17186737060547,2015,4.0
94263,24.963687896728516,67.17186737060547,2018,4.0
94265,24.963687896728516,67.17186737060547,2015,4.0
94268,24.963687896728516,67.17186737060547,2018,4.0
94270,24.963687896728516,67.17186737060547,2015,4.0
94273,24.963687896728516,67.17186737060547,2018,4.0
94275,24.963687896728516,67.17186737060547,2015,4.0
94278,24.963687896728516,67.17186737060547,2018,4.0
94280,24.963687896728516,67.17186737060547,2015,4.0
94283,24.963687896728516,67.17186737060547,2018,4.0
94285,24.963687896728516,67.17186737060547,2015,4.0
94288,24.963687896728516,67.17186737060547,2018,4.0
94290,24.963687896728516,67.17186737060547,2015,4.0
94293,24.963687896728516,67.17186737060547,2018,4.0
94295,24.963687896728516,67.17186737060547,2015,4.0
94298,24.963687896728516,67.17186737060547,2018,4.0
94300,24.963687896728516,67.17186737060547,2015,4.0
94303,24.963687896728516,67.17186737060547,2018,4.0
94305,24.963687896728516,67.17186737060547,2015,4.0
94308,24.963687896728516,67.17186737060547,2018,4.0
94310,24.963687896728516,67.17186737060547,2015,4.0
94313,24.963687896728516,67.17186737060547,2018,4.0
94315,24.96368789672852,67.17186737060547,2015,4.0
94318,24.96368789672852,67.17186737060547,2018,4.0
94320,24.963687896728516,67.17186737060547,2015,4.0
94323,24.963687896728516,67.17186737060547,2018,4.0
94325,24.963687896728516,67.17186737060547,2015,4.0
94328,24.963687896728516,67.17186737060547,2018,4.0
94330,24.963687896728516,67.17186737060547,2015,4.0
94333,24.963687896728516,67.17186737060547,2018,4.0
94335,24.963687896728516,67.17186737060547,2015,4.0
94338,24.963687896728516,67.17186737060547,2018,4.0
94340,24.963687896728516,67.17186737060547,2015,4.0
94343,24.963687896728516,67.17186737060547,2018,4.0
94345,24.963687896728516,67.17186737060547,2015,4.0
94348,24.963687896728516,67.17186737060547,2018,4.0
94350,24.963687896728516,67.17186737060547,2015,4.0
94353,24.963687896728516,67.17186737060547,2018,4.0
94355,24.963687896728516,67.17186737060547,2015,4.0
94358,24.963687896728516,67.17186737060547,2018,4.0
94360,24.963687896728516,67.17186737060547,2015,4.0
94363,24.963687896728516,67.17186737060547,2018,4.0
94365,24.963687896728516,67.17186737060547,2015,4.0
94368,24.963687896728516,67.17186737060547,2018,4.0
94370,24.963687896728516,67.17186737060547,2015,4.0
94373,24.963687896728516,67.17186737060547,2018,4.0
94375,24.963687896728516,67.17186737060547,2015,4.0
94378,24.963687896728516,67.17186737060547,2018,4.0
94380,24.963687896728516,67.17186737060547,2015,4.0
94383,24.963687896728516,67.17186737060547,2018,4.0
94385,24.963687896728516,67.17186737060547,2015,4.0
94388,24.963687896728516,67.17186737060547,2018,4.0
94390,24.963687896728516,67.17186737060547,2015,4.0
94393,24.963687896728516,67.17186737060547,2018,4.0
94395,24.963687896728516,67.17186737060547,2015,4.0
94398,24.963687896728516,67.17186737060547,2018,4.0
94400,24.963687896728516,67.17186737060547,2015,4.0
94403,24.963687896728516,67.17186737060547,2018,4.0
94405,24.963687896728516,67.17186737060547,2015,4.0
94408,24.963687896728516,67.17186737060547,2018,4.0
94410,24.963687896728516,67.17186737060547,2015,4.0
94413,24.963687896728516,67.17186737060547,2018,4.0
94415,24.963687896728516,67.17186737060547,2015,4.0
94418,24.963687896728516,67.17186737060547,2018,4.0
94420,24.963687896728516,67.17186737060547,2015,4.0
94423,24.963687896728516,67.17186737060547,2018,4.0
94425,24.963687896728516,67.17186737060547,2015,4.0
94428,24.963687896728516,67.17186737060547,2018,4.0
94430,24.963687896728516,67.17186737060547,2015,4.0
94433,24.963687896728516,67.17186737060547,2018,4.0
94435,24.963687896728516,67.17186737060547,2015,4.0
94438,24.963687896728516,67.17186737060547,2018,4.0
94440,24.963687896728516,67.17186737060547,2015,4.0
94443,24.963687896728516,67.17186737060547,2018,4.0
94445,24.963687896728516,67.17186737060547,2015,4.0
94448,24.963687896728516,67.17186737060547,2018,4.0
94450,24.963687896728516,67.17186737060547,2015,4.0
94453,24.963687896728516,67.17186737060547,2018,4.0
94455,24.963687896728516,67.17186737060547,2015,4.0
94458,24.963687896728516,67.17186737060547,2018,4.0
94460,24.963687896728516,67.17186737060547,2015,4.0
94463,24.963687896728516,67.17186737060547,2018,4.0
94465,24.963687896728516,67.17186737060547,2015,4.0
94468,24.963687896728516,67.17186737060547,2018,4.0
94470,24.963687896728516,67.17186737060547,2015,4.0
94473,24.963687896728516,67.17186737060547,2018,4.0
94475,24.963687896728516,67.17186737060547,2015,4.0
94478,24.963687896728516,67.17186737060547,2018,4.0
94480,24.963687896728516,67.17186737060547,2015,4.0
94483,24.963687896728516,67.17186737060547,2018,4.0
94485,24.963687896728516,67.17186737060547,2015,4.0
94488,24.963687896728516,67.17186737060547,2018,4.0
94490,24.963687896728516,67.17186737060547,2015,4.0
94493,24.963687896728516,67.17186737060547,2018,4.0
94495,24.96368789672852,67.17186737060547,2015,4.0
94498,24.96368789672852,67.17186737060547,2018,4.0
94500,24.963687896728516,67.17186737060547,2015,4.0
94503,24.963687896728516,67.17186737060547,2018,4.0
94505,24.963687896728516,67.17186737060547,2015,4.0
94508,24.963687896728516,67.17186737060547,2018,4.0
94510,24.963687896728516,67.17186737060547,2015,4.0
94513,24.963687896728516,67.17186737060547,2018,4.0
94515,24.963687896728516,67.17186737060547,2015,4.0
94518,24.963687896728516,67.17186737060547,2018,4.0
94520,24.963687896728516,67.17186737060547,2015,4.0
94523,24.963687896728516,67.17186737060547,2018,4.0
94525,24.963687896728516,67.17186737060547,2015,4.0
94528,24.963687896728516,67.17186737060547,2018,4.0
94530,24.963687896728516,67.17186737060547,2015,4.0
94533,24.963687896728516,67.17186737060547,2018,4.0
94535,24.963687896728516,67.17186737060547,2015,4.0
94538,24.963687896728516,67.17186737060547,2018,4.0
94540,24.963687896728516,67.17186737060547,2015,4.0
94543,24.963687896728516,67.17186737060547,2018,4.0
94545,24.963687896728516,67.17186737060547,2015,4.0
94548,24.963687896728516,67.17186737060547,2018,4.0
94550,24.963687896728516,67.17186737060547,2015,4.0
94553,24.963687896728516,67.17186737060547,2018,4.0
94555,24.963687896728516,67.17186737060547,2015,4.0
94558,24.963687896728516,67.17186737060547,2018,4.0
94560,24.96368789672852,67.17186737060547,2015,4.0
94563,24.96368789672852,67.17186737060547,2018,4.0
94565,24.963687896728516,67.17186737060547,2015,4.0
94568,24.963687896728516,67.17186737060547,2018,4.0
94570,24.96368789672852,67.17186737060547,2015,4.0
94573,24.96368789672852,67.17186737060547,2018,4.0
94575,24.963687896728516,67.17186737060547,2015,4.0
94578,24.963687896728516,67.17186737060547,2018,4.0
94580,24.963687896728516,67.17186737060547,2015,4.0
94583,24.963687896728516,67.17186737060547,2018,4.0
94585,24.963687896728516,67.17186737060547,2015,4.0
94588,24.963687896728516,67.17186737060547,2018,4.0
94590,24.963687896728516,67.17186737060547,2015,4.0
94593,24.963687896728516,67.17186737060547,2018,4.0
94595,24.963687896728516,67.17186737060547,2015,4.0
94598,24.963687896728516,67.17186737060547,2018,4.0
94600,24.963687896728516,67.17186737060547,2015,4.0
94603,24.963687896728516,67.17186737060547,2018,4.0
94605,24.963687896728516,67.17186737060547,2015,4.0
94608,24.963687896728516,67.17186737060547,2018,4.0
94610,24.963687896728516,67.17186737060547,2015,4.0
94613,24.963687896728516,67.17186737060547,2018,4.0
94615,24.963687896728516,67.17186737060547,2015,4.0
94618,24.963687896728516,67.17186737060547,2018,4.0
94620,24.963687896728516,67.17186737060547,2015,4.0
94623,24.963687896728516,67.17186737060547,2018,4.0
94625,24.963687896728516,67.17186737060547,2015,4.0
94628,24.963687896728516,67.17186737060547,2018,4.0
94630,24.963687896728516,67.17186737060547,2015,4.0
94633,24.963687896728516,67.17186737060547,2018,4.0
94635,24.963687896728516,67.17186737060547,2015,4.0
94638,24.963687896728516,67.17186737060547,2018,4.0
94640,24.963687896728516,67.17186737060547,2015,4.0
94643,24.963687896728516,67.17186737060547,2018,4.0
94645,24.963687896728516,67.17186737060547,2015,4.0
94648,24.963687896728516,67.17186737060547,2018,4.0
94650,24.963687896728516,67.17186737060547,2015,4.0
94653,24.963687896728516,67.17186737060547,2018,4.0
94655,24.963687896728516,67.17186737060547,2015,4.0
94658,24.963687896728516,67.17186737060547,2018,4.0
94660,24.963687896728516,67.17186737060547,2015,4.0
94663,24.963687896728516,67.17186737060547,2018,4.0
94665,24.963687896728516,67.17186737060547,2015,4.0
94668,24.963687896728516,67.17186737060547,2018,4.0
94670,24.963687896728516,67.17186737060547,2015,4.0
94673,24.963687896728516,67.17186737060547,2018,4.0
94675,24.963687896728516,67.17186737060547,2015,4.0
94678,24.963687896728516,67.17186737060547,2018,4.0
94680,24.963687896728516,67.17186737060547,2015,4.0
94683,24.963687896728516,67.17186737060547,2018,4.0
94685,24.963687896728516,67.17186737060547,2015,4.0
94688,24.963687896728516,67.17186737060547,2018,4.0
94690,24.963687896728516,67.17186737060547,2015,4.0
94693,24.963687896728516,67.17186737060547,2018,4.0
94695,24.963687896728516,67.17186737060547,2015,4.0
94698,24.963687896728516,67.17186737060547,2018,4.0
94700,24.963687896728516,67.17186737060547,2015,4.0
94703,24.963687896728516,67.17186737060547,2018,4.0
94705,24.963687896728516,67.17186737060547,2015,4.0
94708,24.963687896728516,67.17186737060547,2018,4.0
94710,24.963687896728516,67.17186737060547,2015,4.0
94713,24.963687896728516,67.17186737060547,2018,4.0
94715,24.963687896728516,67.17186737060547,2015,4.0
94718,24.963687896728516,67.17186737060547,2018,4.0
94720,24.963687896728516,67.17186737060547,2015,4.0
94723,24.963687896728516,67.17186737060547,2018,4.0
94725,24.963687896728516,67.17186737060547,2015,4.0
94728,24.963687896728516,67.17186737060547,2018,4.0
94735,33.97605895996094,72.9215087890625,2015,3.0
94738,33.97605895996094,72.9215087890625,2018,3.0
94750,24.963687896728516,67.17186737060547,2015,4.0
94753,24.963687896728516,67.17186737060547,2018,4.0
94755,24.963687896728516,67.17186737060547,2015,4.0
94758,24.963687896728516,67.17186737060547,2018,4.0
94810,28.177053451538086,70.68103790283203,2015,4.0
94813,28.177053451538086,70.68103790283203,2018,4.0
94815,24.971107482910156,67.17181396484375,2015,4.0
94818,24.971107482910156,67.17181396484375,2018,4.0
94825,24.96368789672852,67.17186737060547,2015,4.0
94828,24.96368789672852,67.17186737060547,2018,4.0
94830,28.19803237915039,70.76405334472656,2015,4.0
94833,28.19803237915039,70.76405334472656,2018,4.0
94835,24.963687896728516,67.17186737060547,2015,4.0
94838,24.963687896728516,67.17186737060547,2018,4.0
94840,24.963687896728516,67.17186737060547,2015,4.0
94843,24.963687896728516,67.17186737060547,2018,4.0
94845,24.963687896728516,67.17186737060547,2015,4.0
94848,24.963687896728516,67.17186737060547,2018,4.0
94850,24.963687896728516,67.17186737060547,2015,4.0
94853,24.963687896728516,67.17186737060547,2018,4.0
94855,24.963687896728516,67.17186737060547,2015,4.0
94858,24.963687896728516,67.17186737060547,2018,4.0
94860,24.963687896728516,67.17186737060547,2015,4.0
94863,24.963687896728516,67.17186737060547,2018,4.0
94865,24.963687896728516,67.17186737060547,2015,4.0
94868,24.963687896728516,67.17186737060547,2018,4.0
94870,24.963687896728516,67.17186737060547,2015,4.0
94873,24.963687896728516,67.17186737060547,2018,4.0
94875,24.963687896728516,67.17186737060547,2015,4.0
94878,24.963687896728516,67.17186737060547,2018,4.0
94880,24.963687896728516,67.17186737060547,2015,4.0
94883,24.963687896728516,67.17186737060547,2018,4.0
94885,24.963687896728516,67.17186737060547,2015,4.0
94888,24.963687896728516,67.17186737060547,2018,4.0
94890,24.963687896728516,67.17186737060547,2015,4.0
94893,24.963687896728516,67.17186737060547,2018,4.0
94895,24.963687896728516,67.17186737060547,2015,4.0
94898,24.963687896728516,67.17186737060547,2018,4.0
94900,24.963687896728516,67.17186737060547,2015,4.0
94903,24.963687896728516,67.17186737060547,2018,4.0
94905,24.963687896728516,67.17186737060547,2015,4.0
94908,24.963687896728516,67.17186737060547,2018,4.0
94910,24.963687896728516,67.17186737060547,2015,4.0
94913,24.963687896728516,67.17186737060547,2018,4.0
94915,24.963687896728516,67.17186737060547,2015,4.0
94918,24.963687896728516,67.17186737060547,2018,4.0
94920,24.963687896728516,67.17186737060547,2015,4.0
94923,24.963687896728516,67.17186737060547,2018,4.0
94925,24.963687896728516,67.17186737060547,2015,4.0
94928,24.963687896728516,67.17186737060547,2018,4.0
94930,24.963687896728516,67.17186737060547,2015,4.0
94933,24.963687896728516,67.17186737060547,2018,4.0
94935,24.963687896728516,67.17186737060547,2015,4.0
94938,24.963687896728516,67.17186737060547,2018,4.0
94940,24.963687896728516,67.17186737060547,2015,4.0
94943,24.963687896728516,67.17186737060547,2018,4.0
94945,24.963687896728516,67.17186737060547,2015,4.0
94948,24.963687896728516,67.17186737060547,2018,4.0
94950,24.963687896728516,67.17186737060547,2015,4.0
94953,24.963687896728516,67.17186737060547,2018,4.0
94955,24.963687896728516,67.17186737060547,2015,4.0
94958,24.963687896728516,67.17186737060547,2018,4.0
94960,24.963687896728516,67.17186737060547,2015,4.0
94963,24.963687896728516,67.17186737060547,2018,4.0
94965,24.963687896728516,67.17186737060547,2015,4.0
94968,24.963687896728516,67.17186737060547,2018,4.0
94970,24.963687896728516,67.17186737060547,2015,4.0
94973,24.963687896728516,67.17186737060547,2018,4.0
94975,24.963687896728516,67.17186737060547,2015,4.0
94978,24.963687896728516,67.17186737060547,2018,4.0
94980,24.963687896728516,67.17186737060547,2015,4.0
94983,24.963687896728516,67.17186737060547,2018,4.0
94985,24.963687896728516,67.17186737060547,2015,4.0
94988,24.963687896728516,67.17186737060547,2018,4.0
94990,24.963687896728516,67.17186737060547,2015,4.0
94993,24.963687896728516,67.17186737060547,2018,4.0
94995,24.963687896728516,67.17186737060547,2015,4.0
94998,24.963687896728516,67.17186737060547,2018,4.0
95000,24.963687896728516,67.17186737060547,2015,4.0
95003,24.963687896728516,67.17186737060547,2018,4.0
95005,24.963687896728516,67.17186737060547,2015,4.0
95008,24.963687896728516,67.17186737060547,2018,4.0
95010,24.963687896728516,67.17186737060547,2015,4.0
95013,24.963687896728516,67.17186737060547,2018,4.0
95015,24.963687896728516,67.17186737060547,2015,4.0
95018,24.963687896728516,67.17186737060547,2018,4.0
95020,24.963687896728516,67.17186737060547,2015,4.0
95023,24.963687896728516,67.17186737060547,2018,4.0
95025,24.963687896728516,67.17186737060547,2015,4.0
95028,24.963687896728516,67.17186737060547,2018,4.0
95030,24.96368789672852,67.17186737060547,2015,4.0
95033,24.96368789672852,67.17186737060547,2018,4.0
95035,24.963687896728516,67.17186737060547,2015,4.0
95038,24.963687896728516,67.17186737060547,2018,4.0
95040,24.963687896728516,67.17186737060547,2015,4.0
95043,24.963687896728516,67.17186737060547,2018,4.0
95045,24.963687896728516,67.17186737060547,2015,4.0
95048,24.963687896728516,67.17186737060547,2018,4.0
95050,24.963687896728516,67.17186737060547,2015,4.0
95053,24.963687896728516,67.17186737060547,2018,4.0
95055,24.963687896728516,67.17186737060547,2015,4.0
95058,24.963687896728516,67.17186737060547,2018,4.0
95060,24.963687896728516,67.17186737060547,2015,4.0
95063,24.963687896728516,67.17186737060547,2018,4.0
95065,24.963687896728516,67.17186737060547,2015,4.0
95068,24.963687896728516,67.17186737060547,2018,4.0
95070,24.963687896728516,67.17186737060547,2015,4.0
95073,24.963687896728516,67.17186737060547,2018,4.0
95075,24.963687896728516,67.17186737060547,2015,4.0
95078,24.963687896728516,67.17186737060547,2018,4.0
95080,24.963687896728516,67.17186737060547,2015,4.0
95083,24.963687896728516,67.17186737060547,2018,4.0
95085,24.963687896728516,67.17186737060547,2015,4.0
