,latitud,longitud,year,matching_accuracy
34573,33.51898193359375,73.9022216796875,2018,3.0
34615,31.826690673828125,72.53880310058594,2015,3.0
34618,31.826690673828125,72.53880310058594,2018,3.0
34620,32.06576919555664,73.37754821777344,2015,3.0
34640,30.161455154418945,72.69696807861328,2015,3.0
34643,30.161455154418945,72.69696807861328,2018,3.0
34760,31.389400482177734,73.06928253173828,2015,4.0
34763,31.389400482177734,73.06928253173828,2018,4.0
34785,30.53919219970703,72.69711303710938,2015,3.0
34788,30.53919219970703,72.69711303710938,2018,3.0
34965,32.186737060546875,74.19934844970703,2015,3.0
34968,32.186737060546875,74.19934844970703,2018,3.0
34990,31.277137756347656,72.33399200439453,2015,3.0
34993,31.277137756347656,72.33399200439453,2018,3.0
35095,31.452680587768555,73.70870971679688,2015,4.0
35098,31.452680587768555,73.70870971679688,2018,4.0
35315,32.80912780761719,73.59422302246094,2015,3.0
35318,32.80912780761719,73.59422302246094,2018,3.0
35325,35.853759765625,71.78907775878906,2015,3.0
35790,32.92671203613281,73.7324447631836,2015,3.0
35793,32.92671203613281,73.7324447631836,2018,3.0
35860,32.6679801940918,73.33048248291016,2015,3.0
35863,32.6679801940918,73.33048248291016,2018,3.0
36305,31.7298641204834,73.57859802246094,2015,3.0
36308,31.7298641204834,73.57859802246094,2018,3.0
36380,34.17146682739258,72.27653503417969,2015,3.0
36383,34.17146682739258,72.27653503417969,2018,3.0
36420,32.186737060546875,74.19934844970703,2015,4.0
36423,32.186737060546875,74.19934844970703,2018,4.0
36675,32.250831604003906,72.10832214355469,2015,3.0
36705,32.530879974365234,73.97201538085938,2015,3.0
36708,32.530879974365234,73.97201538085938,2018,3.0
37185,33.76076889038086,72.82711791992188,2015,3.0
37345,33.49706268310547,73.20024871826172,2015,3.0
37348,33.49706268310547,73.20024871826172,2018,3.0
38350,32.48468780517578,74.53569793701172,2015,4.0
38353,32.48468780517578,74.53569793701172,2018,4.0
38630,24.921810150146484,67.14360046386719,2015,3.0
38633,24.921810150146484,67.14360046386719,2018,3.0
39185,33.640018463134766,73.02577209472656,2015,3.0
39188,33.640018463134766,73.02577209472656,2018,3.0
39295,24.86197853088379,67.07042694091797,2015,4.0
39298,24.86197853088379,67.07042694091797,2018,4.0
39490,33.5897331237793,73.04633331298828,2015,4.0
39493,33.5897331237793,73.04633331298828,2018,4.0
39570,24.880033493041992,67.07630920410156,2015,4.0
39573,24.880033493041992,67.07630920410156,2018,3.0
39595,25.44852066040039,68.28401184082031,2015,4.0
39600,31.534326553344727,74.3455810546875,2015,4.0
39603,31.534326553344727,74.3455810546875,2018,4.0
39620,31.42904281616211,74.20292663574219,2015,3.0
39623,31.42904281616211,74.20292663574219,2018,3.0
39770,24.791706085205078,67.0688247680664,2015,4.0
39773,24.791706085205078,67.0688247680664,2018,4.0
39840,30.172590255737305,71.47848510742188,2015,3.0
39843,30.172590255737305,71.47848510742188,2018,3.0
39860,24.853267669677734,67.00931549072266,2015,4.0
39863,24.853267669677734,67.00931549072266,2018,4.0
39930,32.172569274902344,74.17688751220703,2015,3.0
39933,32.172569274902344,74.17688751220703,2018,3.0
39945,24.907934188842773,67.15487670898438,2015,4.0
39948,24.907934188842773,67.15487670898438,2018,4.0
39950,31.42675018310547,73.0820541381836,2015,4.0
39953,31.42675018310547,73.0820541381836,2018,4.0
40010,31.55582618713379,74.3050537109375,2015,4.0
40013,31.55582618713379,74.3050537109375,2018,4.0
40105,25.528629302978516,69.01943969726562,2015,3.0
40108,25.528629302978516,69.01943969726562,2018,3.0
40170,31.59184455871582,74.21670532226562,2015,4.0
40173,31.59184455871582,74.21670532226562,2018,4.0
40200,34.178375244140625,73.2354736328125,2015,3.0
40203,34.178375244140625,73.2354736328125,2018,3.0
40205,33.73115921020508,73.07821655273438,2015,3.0
40208,33.73115921020508,73.07821655273438,2018,3.0
40270,33.99003982543945,71.44124603271484,2015,3.0
40273,33.99003982543945,71.44124603271484,2018,3.0
40320,31.512483596801758,74.35330200195312,2015,3.0
40323,31.512483596801758,74.35330200195312,2018,3.0
40395,25.008697509765625,67.06556701660156,2015,4.0
40398,25.008697509765625,67.06556701660156,2018,4.0
40455,33.70621109008789,73.0859603881836,2015,3.0
40458,33.70621109008789,73.0859603881836,2018,3.0
40495,30.53919219970703,72.69711303710938,2015,3.0
40498,30.53919219970703,72.69711303710938,2018,3.0
40545,30.264114379882812,71.51008605957031,2015,4.0
40548,30.264114379882812,71.51008605957031,2018,4.0
40585,31.531810760498047,74.3576889038086,2015,4.0
40588,31.531810760498047,74.3576889038086,2018,4.0
40640,29.37973976135254,71.68400573730469,2015,3.0
40643,29.37973976135254,71.68400573730469,2018,3.0
40855,29.7979793548584,72.86077880859375,2015,3.0
40858,29.7979793548584,72.86077880859375,2018,3.0
40865,29.401140213012695,71.69523620605469,2015,3.0
40868,29.401140213012695,71.69523620605469,2018,3.0
40930,30.53919219970703,72.69711303710938,2015,3.0
40933,30.53919219970703,72.69711303710938,2018,3.0
41015,28.429250717163086,70.32933807373047,2015,3.0
41018,28.429250717163086,70.32933807373047,2018,3.0
41165,32.0821418762207,72.6776351928711,2015,3.0
41168,32.0821418762207,72.6776351928711,2018,3.0
41290,31.489044189453125,74.32769775390625,2015,4.0
41293,31.489044189453125,74.32769775390625,2018,4.0
41415,31.489044189453125,74.32769775390625,2015,4.0
41418,31.489044189453125,74.32769775390625,2018,4.0
41870,27.550457000732422,68.21119689941406,2015,3.0
41873,27.550457000732422,68.21119689941406,2018,3.0
41960,27.80581283569336,68.28935241699219,2015,3.0
41963,27.80581283569336,68.28935241699219,2018,3.0
41985,32.2121696472168,70.38883972167969,2015,3.0
41988,32.2121696472168,70.38883972167969,2018,3.0
41990,31.55561065673828,70.76146697998047,2015,3.0
41993,31.55561065673828,70.76146697998047,2018,3.0
42025,31.931060791015625,70.45594024658203,2015,3.0
42028,31.931060791015625,70.45594024658203,2018,3.0
42100,27.1787887335531,67.8220324123397,2015,3.0
42103,27.1787887335531,67.8220324123397,2018,3.0
42155,26.730260848999023,67.755126953125,2015,3.0
42158,26.730260848999023,67.755126953125,2018,3.0
42165,26.730260848999023,67.755126953125,2015,3.0
42168,26.730260848999023,67.755126953125,2018,3.0
42280,26.730180740356445,67.77752685546875,2015,3.0
42283,26.730180740356445,67.77752685546875,2018,3.0
42285,26.73026084899902,67.755126953125,2015,3.0
42288,26.73026084899902,67.755126953125,2018,3.0
42360,31.931060791015625,70.45594024658203,2015,3.0
42363,31.931060791015625,70.45594024658203,2018,3.0
42450,30.31229591369629,68.09495544433594,2015,4.0
42453,30.31229591369629,68.09495544433594,2018,4.0
42555,26.72925567626953,67.77058410644531,2015,3.0
42558,26.72925567626953,67.77058410644531,2018,3.0
42610,30.15114212036133,68.5831069946289,2015,3.0
42613,30.15114212036133,68.5831069946289,2018,3.0
42630,30.709680557250977,70.65167999267578,2015,3.0
42633,30.709680557250977,70.65167999267578,2018,3.0
42700,34.2875862121582,71.9342041015625,2015,3.0
42703,34.2875862121582,71.9342041015625,2018,3.0
42715,31.55561065673828,70.76146697998047,2015,3.0
42718,31.55561065673828,70.76146697998047,2018,3.0
42875,30.043500900268555,70.62667083740234,2015,3.0
42878,30.043500900268555,70.62667083740234,2018,3.0
42880,30.043500900268555,70.62667083740234,2015,3.0
42883,30.043500900268555,70.62667083740234,2018,3.0
42885,30.043500900268555,70.62667083740234,2015,3.0
42888,30.043500900268555,70.62667083740234,2018,3.0
42910,29.886940002441406,70.651123046875,2015,3.0
42913,29.886940002441406,70.651123046875,2018,3.0
43040,31.132299423217773,70.50736999511719,2015,3.0
43043,31.132299423217773,70.50736999511719,2018,3.0
43115,31.89168930053711,70.92035675048828,2015,3.0
43118,31.89168930053711,70.92035675048828,2018,3.0
43125,31.89168930053711,70.92035675048828,2015,3.0
43128,31.89168930053711,70.92035675048828,2018,3.0
43130,31.89168930053711,70.92035675048828,2015,3.0
43133,31.89168930053711,70.92035675048828,2018,3.0
43135,31.89168930053711,70.92035675048828,2015,3.0
43138,31.89168930053711,70.92035675048828,2018,3.0
43140,31.89168930053711,70.92035675048828,2015,3.0
43143,31.89168930053711,70.92035675048828,2018,3.0
43145,31.89168930053711,70.92035675048828,2015,3.0
43148,31.89168930053711,70.92035675048828,2018,3.0
43150,31.89168930053711,70.92035675048828,2015,3.0
43153,31.89168930053711,70.92035675048828,2018,3.0
43160,31.132299423217773,70.50736999511719,2015,3.0
43163,31.132299423217773,70.50736999511719,2018,3.0
43175,31.736881256103516,70.33011627197266,2015,3.0
43178,31.736881256103516,70.33011627197266,2018,3.0
43200,29.88878059387207,70.65352630615234,2015,3.0
43203,29.88878059387207,70.65352630615234,2018,3.0
43265,29.649669647216797,70.5939712524414,2015,3.0
43268,29.649669647216797,70.5939712524414,2018,3.0
43275,34.2875862121582,71.9342041015625,2015,3.0
43278,34.2875862121582,71.9342041015625,2018,3.0
43285,34.334556579589844,71.90753173828125,2015,3.0
43288,34.334556579589844,71.90753173828125,2018,3.0
43350,26.73045539855957,67.77041625976562,2015,3.0
43353,26.73045539855957,67.77041625976562,2018,3.0
43385,26.68450927734375,67.61483764648438,2015,3.0
43388,26.68450927734375,67.61483764648438,2018,3.0
43455,34.28759002685547,71.9342041015625,2015,3.0
43458,34.28759002685547,71.9342041015625,2018,3.0
43480,31.89168930053711,70.92035675048828,2015,3.0
43483,31.89168930053711,70.92035675048828,2018,3.0
43495,34.28759002685547,71.9342041015625,2015,3.0
43498,34.28759002685547,71.9342041015625,2018,3.0
43500,31.89168930053711,70.92035675048828,2015,3.0
43503,31.89168930053711,70.92035675048828,2018,3.0
43525,31.89168930053711,70.92035675048828,2015,3.0
43528,31.89168930053711,70.92035675048828,2018,3.0
43545,31.8604941854535,70.9010070603225,2015,3.0
43548,31.8604941854535,70.9010070603225,2018,3.0
43550,31.736881256103516,70.33011627197266,2015,3.0
43553,31.736881256103516,70.33011627197266,2018,3.0
43560,31.89168930053711,70.92035675048828,2015,3.0
43563,31.89168930053711,70.92035675048828,2018,3.0
43680,29.96291160583496,71.355712890625,2015,3.0
43683,29.96291160583496,71.355712890625,2018,3.0
43835,27.376174926757812,68.09745788574219,2015,3.0
43838,27.376174926757812,68.09745788574219,2018,3.0
43860,27.374319076538086,68.42317962646484,2015,3.0
43863,27.374319076538086,68.42317962646484,2018,3.0
43910,29.397329330444336,71.68055725097656,2015,4.0
43913,29.397329330444336,71.68055725097656,2018,4.0
43965,27.130205154418945,68.53500366210938,2015,4.0
43968,27.130205154418945,68.53500366210938,2018,4.0
44030,27.56869125366211,68.79549407958984,2015,3.0
44033,27.56869125366211,68.79549407958984,2018,3.0
44090,27.53531265258789,68.18024444580078,2015,3.0
44093,27.53531265258789,68.18024444580078,2018,3.0
44150,31.31459617614746,74.44094848632812,2015,3.0
44153,31.31459617614746,74.44094848632812,2018,3.0
44325,26.675949096679688,67.98760223388672,2015,3.0
44328,26.675949096679688,67.98760223388672,2018,3.0
44795,31.931060791015625,70.45594024658203,2015,3.0
44798,31.931060791015625,70.45594024658203,2018,3.0
44810,30.04730796813965,70.6483154296875,2015,3.0
44813,30.04730796813965,70.6483154296875,2018,3.0
45005,27.52821159362793,68.7595443725586,2015,4.0
45008,27.52821159362793,68.7595443725586,2018,4.0
45075,27.527395248413086,68.754638671875,2015,3.0
45078,27.527395248413086,68.754638671875,2018,3.0
45270,30.055219650268555,70.6406021118164,2015,3.0
45273,30.055219650268555,70.6406021118164,2018,3.0
45315,30.710233688354492,70.65165710449219,2015,3.0
45318,30.710233688354492,70.65165710449219,2018,3.0
45395,27.072490692138672,68.61116790771484,2015,3.0
45398,27.072490692138672,68.61116790771484,2018,3.0
45430,31.84724044799805,70.89895629882812,2015,3.0
45433,31.84724044799805,70.89895629882812,2018,3.0
45445,30.970205307006836,70.95087432861328,2015,3.0
45448,30.970205307006836,70.95087432861328,2018,3.0
45450,26.730180740356445,67.77752685546875,2015,3.0
45453,26.730180740356445,67.77752685546875,2018,3.0
45470,27.179563522338867,67.82107543945312,2015,4.0
45473,27.179563522338867,67.82107543945312,2018,4.0
45475,31.89168930053711,70.92035675048828,2015,3.0
45478,31.89168930053711,70.92035675048828,2018,3.0
45480,30.003814697265625,73.23954772949219,2015,3.0
45483,30.003814697265625,73.23954772949219,2018,3.0
45495,31.531375885009766,74.28690338134766,2015,4.0
45498,31.531375885009766,74.28690338134766,2018,4.0
45500,27.956735610961914,68.64175415039062,2015,3.0
45503,27.956735610961914,68.64175415039062,2018,3.0
45550,31.8604941854535,70.9010070603225,2015,3.0
45553,31.8604941854535,70.9010070603225,2018,3.0
45585,28.285120010375977,68.44527435302734,2015,4.0
45588,28.285120010375977,68.44527435302734,2018,4.0
45620,27.163734436035156,68.96076965332031,2015,4.0
45623,27.163734436035156,68.96076965332031,2018,4.0
45630,31.89168930053711,70.92035675048828,2015,3.0
45633,31.89168930053711,70.92035675048828,2018,3.0
45635,30.97015380859375,70.95101928710938,2015,4.0
45638,30.97015380859375,70.95101928710938,2018,4.0
45675,30.97015380859375,70.95101928710938,2015,4.0
45678,30.97015380859375,70.95101928710938,2018,4.0
45730,27.960174560546875,68.63725280761719,2015,3.0
45733,27.960174560546875,68.63725280761719,2018,3.0
45755,30.151142120361328,68.5831069946289,2015,3.0
45758,30.151142120361328,68.5831069946289,2018,3.0
45965,27.517379760742188,68.74803924560547,2015,4.0
45968,27.517379760742188,68.74803924560547,2018,4.0
46005,31.89168930053711,70.92035675048828,2015,3.0
46008,31.89168930053711,70.92035675048828,2018,3.0
46010,27.960174560546875,68.63725280761719,2015,3.0
46013,27.960174560546875,68.63725280761719,2018,3.0
46040,30.97015380859375,70.95101928710938,2015,4.0
46043,30.97015380859375,70.95101928710938,2018,4.0
46150,31.475278854370117,74.26931762695312,2015,4.0
46153,31.475278854370117,74.26931762695312,2018,4.0
46215,31.84724044799805,70.89895629882812,2015,3.0
46218,31.84724044799805,70.89895629882812,2018,3.0
46235,31.84724044799805,70.89895629882812,2015,3.0
46238,31.84724044799805,70.89895629882812,2018,3.0
46260,27.558284759521484,68.20285034179688,2015,4.0
46263,27.558284759521484,68.20285034179688,2018,4.0
46285,31.52946853637695,74.35906982421875,2015,4.0
46288,31.52946853637695,74.35906982421875,2018,4.0
46290,31.629425048828125,74.27345275878906,2015,4.0
46293,31.629425048828125,74.27345275878906,2018,4.0
46295,31.3758602142334,74.36420440673828,2015,4.0
46298,31.3758602142334,74.36420440673828,2018,4.0
46300,31.89168930053711,70.92035675048828,2015,3.0
46303,31.89168930053711,70.92035675048828,2018,3.0
46330,29.89987564086914,69.24837493896484,2015,3.0
46333,29.89987564086914,69.24837493896484,2018,3.0
46360,31.50100326538086,74.31978607177734,2015,4.0
46363,31.50100326538086,74.31978607177734,2018,4.0
46395,31.407833099365234,74.3485336303711,2015,4.0
46398,31.407833099365234,74.3485336303711,2018,4.0
46425,30.97015380859375,70.95101928710938,2015,4.0
46428,30.97015380859375,70.95101928710938,2018,4.0
46500,31.89168930053711,70.92035675048828,2015,3.0
46503,31.89168930053711,70.92035675048828,2018,3.0
46525,30.9687415937283,70.951624837121,2015,3.0
46528,30.9687415937283,70.951624837121,2018,3.0
46550,30.97015380859375,70.95101928710938,2015,4.0
46553,30.97015380859375,70.95101928710938,2018,4.0
46560,34.213172912597656,72.03269958496094,2015,4.0
46563,34.213172912597656,72.03269958496094,2018,4.0
46570,30.97015380859375,70.95101928710938,2015,4.0
46573,30.97015380859375,70.95101928710938,2018,4.0
46640,30.9705055597748,70.9536485788365,2015,3.0
46643,30.9705055597748,70.9536485788365,2018,3.0
46645,30.077669143676758,70.65009307861328,2015,3.0
46648,30.077669143676758,70.65009307861328,2018,3.0
46670,29.994779586791992,73.25360870361328,2015,3.0
46673,29.994779586791992,73.25360870361328,2018,3.0
46755,30.97015380859375,70.95101928710938,2015,4.0
46758,30.97015380859375,70.95101928710938,2018,4.0
46760,27.52678680419922,68.7551498413086,2015,3.0
46763,27.52678680419922,68.7551498413086,2018,3.0
46815,31.847240447998047,70.89895629882812,2015,3.0
46818,31.847240447998047,70.89895629882812,2018,3.0
46855,27.52821159362793,68.7595443725586,2015,4.0
46858,27.52821159362793,68.7595443725586,2018,4.0
46870,31.89168930053711,70.92035675048828,2015,3.0
46873,31.89168930053711,70.92035675048828,2018,3.0
46910,31.89168930053711,70.92035675048828,2015,3.0
46913,31.89168930053711,70.92035675048828,2018,3.0
46970,27.33793067932129,68.54428100585938,2015,4.0
46973,27.33793067932129,68.54428100585938,2018,4.0
47080,27.865814208984375,68.2703857421875,2015,4.0
47083,27.865814208984375,68.2703857421875,2018,4.0
47145,31.89168930053711,70.92035675048828,2015,3.0
47148,31.89168930053711,70.92035675048828,2018,3.0
47270,27.52678680419922,68.7551498413086,2015,3.0
47273,27.52678680419922,68.7551498413086,2018,3.0
47300,31.847240447998047,70.89895629882812,2015,3.0
47303,31.847240447998047,70.89895629882812,2018,3.0
47455,27.1781365805028,67.8214157079473,2015,3.0
47458,27.1781365805028,67.8214157079473,2018,3.0
47475,31.847240447998047,70.89895629882812,2015,3.0
47478,31.847240447998047,70.89895629882812,2018,3.0
47485,31.89168930053711,70.92035675048828,2015,3.0
47488,31.89168930053711,70.92035675048828,2018,3.0
47525,31.529468536376953,74.35906982421875,2015,4.0
47528,31.529468536376953,74.35906982421875,2018,4.0
47690,29.193052291870117,72.85745239257812,2015,3.0
47693,29.193052291870117,72.85745239257812,2018,3.0
47710,29.613300323486328,73.13292694091797,2015,3.0
47713,29.613300323486328,73.13292694091797,2018,3.0
47745,30.97015380859375,70.95101928710938,2015,4.0
47748,30.97015380859375,70.95101928710938,2018,4.0
47750,27.527700424194336,68.7549819946289,2015,4.0
47753,27.527700424194336,68.7549819946289,2018,4.0
47785,34.200706481933594,72.04948425292969,2015,4.0
47788,34.200706481933594,72.04948425292969,2018,4.0
47835,27.526330947875977,68.7551498413086,2015,4.0
47838,27.526330947875977,68.7551498413086,2018,4.0
47855,27.285863876342773,68.50811004638672,2015,3.0
47858,27.285863876342773,68.50811004638672,2018,3.0
47925,27.026647567749023,68.52153015136719,2015,4.0
47928,27.026647567749023,68.52153015136719,2018,4.0
47990,31.55561065673828,70.76146697998047,2015,3.0
47993,31.55561065673828,70.76146697998047,2018,3.0
48000,31.1191577911377,74.44073486328125,2015,4.0
48003,31.1191577911377,74.44073486328125,2018,4.0
48010,31.89168930053711,70.92035675048828,2015,3.0
48013,31.89168930053711,70.92035675048828,2018,3.0
48035,31.89168930053711,70.92035675048828,2015,3.0
48038,31.89168930053711,70.92035675048828,2018,3.0
48040,31.89168930053711,70.92035675048828,2015,3.0
48043,31.89168930053711,70.92035675048828,2018,3.0
48045,31.82415008544922,70.9167709350586,2015,3.0
48048,31.82415008544922,70.9167709350586,2018,3.0
48050,31.89168930053711,70.92035675048828,2015,3.0
48053,31.89168930053711,70.92035675048828,2018,3.0
48065,31.501834869384766,74.31925964355469,2015,4.0
48068,31.501834869384766,74.31925964355469,2018,4.0
48235,31.586181640625,74.33696746826172,2015,4.0
48238,31.586181640625,74.33696746826172,2018,4.0
48420,31.561986923217773,74.312744140625,2015,4.0
48423,31.561986923217773,74.312744140625,2018,4.0
48435,32.2121696472168,70.38883972167969,2015,3.0
48438,32.2121696472168,70.38883972167969,2018,3.0
48465,31.82415008544922,70.9167709350586,2015,3.0
48468,31.82415008544922,70.9167709350586,2018,3.0
48475,31.529468536376953,74.35906982421875,2015,4.0
48478,31.529468536376953,74.35906982421875,2018,4.0
48480,31.53641700744629,74.29020690917969,2015,4.0
48483,31.53641700744629,74.29020690917969,2018,4.0
48490,31.511066436767578,74.34374237060547,2015,4.0
48493,31.511066436767578,74.34374237060547,2018,4.0
48510,30.97015380859375,70.95101928710938,2015,4.0
48513,30.97015380859375,70.95101928710938,2018,4.0
48515,30.97015380859375,70.95101928710938,2015,4.0
48518,30.97015380859375,70.95101928710938,2018,4.0
48555,31.8604941854535,70.9010070603225,2015,3.0
48558,31.8604941854535,70.9010070603225,2018,3.0
48560,31.89168930053711,70.92035675048828,2015,3.0
48563,31.89168930053711,70.92035675048828,2018,3.0
48565,31.89168930053711,70.92035675048828,2015,3.0
48568,31.89168930053711,70.92035675048828,2018,3.0
48595,34.17094802856445,73.07318878173828,2015,4.0
48598,34.17094802856445,73.07318878173828,2018,4.0
48605,26.68450927734375,67.61483764648438,2015,3.0
48608,26.68450927734375,67.61483764648438,2018,3.0
48620,31.84724044799805,70.89895629882812,2015,3.0
48623,31.84724044799805,70.89895629882812,2018,3.0
48665,31.89168930053711,70.92035675048828,2015,3.0
48668,31.89168930053711,70.92035675048828,2018,3.0
48715,30.077669143676758,70.65009307861328,2015,3.0
48718,30.077669143676758,70.65009307861328,2018,3.0
48720,31.529468536376953,74.35906982421875,2015,4.0
48723,31.529468536376953,74.35906982421875,2018,4.0
48735,27.526330947875977,68.7551498413086,2015,4.0
48738,27.526330947875977,68.7551498413086,2018,4.0
48765,30.9687415937283,70.951624837121,2015,3.0
48768,30.9687415937283,70.951624837121,2018,3.0
48800,31.82415008544922,70.9167709350586,2015,3.0
48803,31.82415008544922,70.9167709350586,2018,3.0
48825,30.077669143676758,70.65009307861328,2015,3.0
48828,30.077669143676758,70.65009307861328,2018,3.0
48835,32.105491638183594,70.96881103515625,2015,3.0
48838,32.105491638183594,70.96881103515625,2018,3.0
48995,31.89168930053711,70.92035675048828,2015,3.0
48998,31.89168930053711,70.92035675048828,2018,3.0
49005,26.729869842529297,67.75521087646484,2015,3.0
49008,26.729869842529297,67.75521087646484,2018,3.0
49355,25.1780167408528,67.8059107172422,2015,4.0
49358,25.1780167408528,67.8059107172422,2018,4.0
49545,24.85318374633789,67.01667022705078,2015,4.0
49548,24.85318374633789,67.01667022705078,2018,4.0
49870,28.312578201293945,70.12574005126953,2015,3.0
49873,28.312578201293945,70.12574005126953,2018,3.0
50230,28.00920295715332,69.31459045410156,2015,3.0
50233,28.00920295715332,69.31459045410156,2018,3.0
50360,32.933650970458984,72.8525161743164,2015,3.0
50363,32.933650970458984,72.8525161743164,2018,3.0
50390,33.979862213134766,71.53186798095703,2015,4.0
50393,33.979862213134766,71.53186798095703,2018,4.0
50530,28.421627044677734,70.30949401855469,2015,3.0
50533,28.421627044677734,70.30949401855469,2018,3.0
50635,32.27393341064453,72.89972686767578,2015,3.0
50638,32.27393341064453,72.89972686767578,2018,3.0
50645,31.82809066772461,72.80548095703125,2015,3.0
50648,31.82809066772461,72.80548095703125,2018,3.0
50700,31.23648452758789,72.62610626220703,2015,3.0
50703,31.23648452758789,72.62610626220703,2018,3.0
50720,31.824609756469727,72.7923812866211,2015,3.0
50723,31.824609756469727,72.7923812866211,2018,3.0
51120,31.567241668701172,72.64769744873047,2015,3.0
51123,31.567241668701172,72.64769744873047,2018,3.0
51160,26.426742553710938,67.86539459228516,2015,3.0
51163,26.426742553710938,67.86539459228516,2018,3.0
51175,27.724374771118164,68.82280731201172,2015,3.0
51178,27.724374771118164,68.82280731201172,2018,3.0
51215,29.38728904724121,71.69416809082031,2015,3.0
51218,29.38728904724121,71.69416809082031,2018,3.0
51225,34.672420501708984,73.0242919921875,2015,3.0
51228,34.672420501708984,73.0242919921875,2018,3.0
51280,30.069353103637695,71.20083618164062,2015,4.0
51283,30.069353103637695,71.20083618164062,2018,4.0
51295,30.0736083984375,71.18049621582031,2015,4.0
51298,30.0736083984375,71.18049621582031,2018,4.0
51320,34.817955017089844,71.38780212402344,2015,3.0
51323,34.817955017089844,71.38780212402344,2018,3.0
51325,34.7470817565918,71.7014389038086,2015,3.0
51328,34.7470817565918,71.7014389038086,2018,3.0
51465,34.006595611572266,71.56504821777344,2015,3.0
51468,34.006595611572266,71.56504821777344,2018,3.0
51570,29.14434051513672,71.25621032714844,2015,3.0
51573,29.14434051513672,71.25621032714844,2018,3.0
51575,31.652973175048828,74.28152465820312,2015,3.0
51578,31.652973175048828,74.28152465820312,2018,3.0
51655,34.7338981628418,71.52156066894531,2015,4.0
51658,34.7338981628418,71.52156066894531,2018,4.0
51665,34.65657043457031,71.60147094726562,2015,3.0
51668,34.65657043457031,71.60147094726562,2018,3.0
51980,27.860652923583984,69.10302734375,2015,3.0
51983,27.860652923583984,69.10302734375,2018,3.0
51990,27.669912338256836,68.89397430419922,2015,3.0
51993,27.669912338256836,68.89397430419922,2018,3.0
51995,27.724374771118164,68.82280731201172,2015,3.0
51998,27.724374771118164,68.82280731201172,2018,3.0
52115,32.18636703491211,73.02845764160156,2015,3.0
52118,32.18636703491211,73.02845764160156,2018,3.0
52205,27.814462661743164,69.10894012451172,2015,3.0
52208,27.814462661743164,69.10894012451172,2018,3.0
52260,35.2042121887207,71.87509155273438,2015,3.0
52263,35.2042121887207,71.87509155273438,2018,3.0
52280,34.801910400390625,71.39295196533203,2015,3.0
52283,34.801910400390625,71.39295196533203,2018,3.0
52425,31.565000534057617,72.64935302734375,2015,3.0
52428,31.565000534057617,72.64935302734375,2018,3.0
52440,30.584035873413086,71.23482513427734,2015,4.0
52443,30.584035873413086,71.23482513427734,2018,4.0
52445,27.586811065673828,68.86304473876953,2015,3.0
52448,27.586811065673828,68.86304473876953,2018,3.0
52450,26.431861877441406,67.86141204833984,2015,3.0
52453,26.431861877441406,67.86141204833984,2018,3.0
52465,34.669166564941406,71.68305206298828,2015,3.0
52468,34.669166564941406,71.68305206298828,2018,3.0
52545,27.644756317138672,68.83175659179688,2015,3.0
52548,27.644756317138672,68.83175659179688,2018,3.0
52565,27.668676376342773,68.89434814453125,2015,3.0
52568,27.668676376342773,68.89434814453125,2018,3.0
52760,28.30561637878418,70.1338119506836,2015,3.0
52763,28.30561637878418,70.1338119506836,2018,3.0
52925,27.858722686767578,68.83323669433594,2015,3.0
52928,27.858722686767578,68.83323669433594,2018,3.0
52975,26.557764053344727,67.72108459472656,2015,3.0
52978,26.557764053344727,67.72108459472656,2018,3.0
53015,28.940629959106445,70.94959259033203,2015,3.0
53018,28.940629959106445,70.94959259033203,2018,3.0
53035,27.52579116821289,68.75506591796875,2015,4.0
53038,27.52579116821289,68.75506591796875,2018,4.0
53105,27.586811065673828,68.86304473876953,2015,3.0
53108,27.586811065673828,68.86304473876953,2018,3.0
53110,27.670473098754883,68.88433074951172,2015,3.0
53113,27.670473098754883,68.88433074951172,2018,3.0
53145,35.469276428222656,73.18951416015625,2015,4.0
53148,35.469276428222656,73.18951416015625,2018,4.0
53160,28.24427032470703,69.17993927001953,2015,3.0
53163,28.24427032470703,69.17993927001953,2018,3.0
53205,33.85934066772461,72.40969848632812,2015,3.0
53208,33.85934066772461,72.40969848632812,2018,3.0
53270,34.54905319213867,72.87117767333984,2015,3.0
53273,34.54905319213867,72.87117767333984,2018,3.0
53300,33.893409729003906,72.24104309082031,2015,3.0
53303,33.893409729003906,72.24104309082031,2018,3.0
53390,33.61188507080078,72.98724365234375,2015,3.0
53393,33.61188507080078,72.98724365234375,2018,3.0
53440,28.244308471679688,69.17990112304688,2015,3.0
53443,28.244308471679688,69.17990112304688,2018,3.0
53470,33.25758361816406,73.30561065673828,2015,3.0
53473,33.25758361816406,73.30561065673828,2018,3.0
53535,33.7535400390625,72.83238220214844,2015,3.0
53538,33.7535400390625,72.83238220214844,2018,3.0
53545,33.56864547729492,73.03974151611328,2015,3.0
53548,33.56864547729492,73.03974151611328,2018,3.0
53745,33.56864547729492,73.03974151611328,2015,3.0
53748,33.56864547729492,73.03974151611328,2018,3.0
53800,33.4149055480957,73.37864685058594,2015,3.0
53803,33.4149055480957,73.37864685058594,2018,3.0
53855,33.56864547729492,73.03974151611328,2015,3.0
53858,33.56864547729492,73.03974151611328,2018,3.0
53900,33.582603454589844,73.03630065917969,2015,3.0
53903,33.582603454589844,73.03630065917969,2018,3.0
