,newid,year,franchiseid_clean,bank,pp_type,latitud,longitud,province,district_str,matching_accuracy,num_transac,PROVINCE,PROVINCE_0,bank_district,counter,dup,bank_cat,payment_method,start_date,n_beneficiaries,BVS_district,_merge,BVS_group,start_date_pp,end_date_pp,treatment_dt,pp_active
7903,3007.0,2018,109291,ALFALAH,POS,27.51828384399414,69.04402923583984,Sind,SUKKUR,3.0,4.0,Sind,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
7915,3010.0,2015,,ALFALAH,POS,27.51828384399414,69.04402923583984,,SUKKUR,3.0,,,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
7918,3010.0,2018,10931,ALFALAH,POS,27.51828384399414,69.04402923583984,Sind,SUKKUR,3.0,695.0,Sind,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
7920,3011.0,2015,,ALFALAH,POS,27.51828384399414,69.04402923583984,,SUKKUR,3.0,,,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
7923,3011.0,2018,109311,ALFALAH,POS,27.51828384399414,69.04402923583984,Sind,SUKKUR,3.0,2.0,Sind,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
7970,3021.0,2015,,ALFALAH,POS,27.51828384399414,69.04402923583984,,SUKKUR,3.0,,,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
7973,3021.0,2018,10965,ALFALAH,POS,27.51828384399414,69.04402923583984,Sind,SUKKUR,3.0,1863.0,Sind,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
7975,3022.0,2015,,ALFALAH,POS,27.51828384399414,69.04402923583984,,SUKKUR,3.0,,,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
7978,3022.0,2018,10966,ALFALAH,POS,27.51828384399414,69.04402923583984,Sind,SUKKUR,3.0,369.0,Sind,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
8100,3047.0,2015,,ALFALAH,POS,28.000059127807617,69.32180786132812,,GHOTKI,3.0,,,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
8103,3047.0,2018,11052,ALFALAH,POS,28.000059127807617,69.32180786132812,Sind,GHOTKI,3.0,734.0,Sind,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
8105,3048.0,2015,,ALFALAH,POS,28.000059127807617,69.32180786132812,,GHOTKI,3.0,,,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
8108,3048.0,2018,110521,ALFALAH,POS,28.000059127807617,69.32180786132812,Sind,GHOTKI,3.0,8.0,Sind,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
8130,3053.0,2015,,ALFALAH,POS,28.020065307617188,69.5401611328125,,GHOTKI,3.0,,,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
8133,3053.0,2018,11056,ALFALAH,POS,28.020065307617188,69.5401611328125,Sind,GHOTKI,3.0,117.0,Sind,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
8145,3056.0,2015,,ALFALAH,POS,28.020065307617188,69.5401611328125,,GHOTKI,3.0,,,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
8148,3056.0,2018,11060,ALFALAH,POS,28.020065307617188,69.5401611328125,Sind,GHOTKI,3.0,830.0,Sind,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
8160,3060.0,2015,,ALFALAH,POS,28.027517318725586,69.32381439208984,,GHOTKI,3.0,,,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
8163,3060.0,2018,11067,ALFALAH,POS,28.027517318725586,69.32381439208984,Sind,GHOTKI,3.0,381.0,Sind,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
8170,3062.0,2015,,ALFALAH,POS,28.027517318725586,69.32381439208984,,GHOTKI,3.0,,,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
8173,3062.0,2018,11069,ALFALAH,POS,28.027517318725586,69.32381439208984,Sind,GHOTKI,3.0,336.0,Sind,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
8330,3095.0,2015,,ALFALAH,POS,28.31242561340332,70.12093353271484,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
8333,3095.0,2018,11153,ALFALAH,POS,28.31242561340332,70.12093353271484,Punjab,R.Y. KHAN,3.0,14.0,Punjab,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
8335,3096.0,2015,,ALFALAH,POS,28.31242561340332,70.12093353271484,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
8338,3096.0,2018,11154,ALFALAH,POS,28.31242561340332,70.12093353271484,Punjab,R.Y. KHAN,3.0,65.0,Punjab,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
8465,3122.0,2015,,ALFALAH,POS,27.516220092773438,69.04426574707031,,SUKKUR,3.0,,,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
8468,3122.0,2018,11242,ALFALAH,POS,27.516220092773438,69.04426574707031,Sind,SUKKUR,3.0,716.0,Sind,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
8785,3187.0,2015,200216010423051,ALFALAH,POS,25.82630920410156,66.62447357177734,Baluchistan,LASBELA,3.0,4.0,Baluchistan,Baluchistan,ALFALAH,1891.0,0.0,1.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,1.0
8788,3187.0,2018,200216010423051,ALFALAH,POS,25.82630920410156,66.62447357177734,Baluchistan,LASBELA,3.0,305.0,Baluchistan,Baluchistan,ALFALAH,1891.0,0.0,1.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,1.0
8820,3194.0,2015,200216010463735,ALFALAH,POS,24.66481018066406,68.83474731445312,Sind,BADIN,3.0,3116.0,Sind,Sind,ALFALAH,4542.0,1.0,1.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,1.0
8823,3194.0,2018,,ALFALAH,POS,24.66481018066406,68.83474731445312,,BADIN,3.0,,,Sind,ALFALAH,4542.0,1.0,1.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,0.0
8835,3197.0,2015,200216010463818,ALFALAH,POS,24.7883483371219,68.9668974119417,Sind,HYDERABAD,3.0,660.0,Sind,Sind,HBL,8977.0,0.0,2.0,BVS,2018-03-25,43240.0,1.0,matched (3),4.0,2015-07-01,2016-06-30,0.0,1.0
8838,3197.0,2018,200216010463818,ALFALAH,POS,24.7883483371219,68.9668974119417,Sind,HYDERABAD,3.0,481.0,Sind,Sind,HBL,8977.0,0.0,2.0,BVS,2018-03-25,43240.0,1.0,matched (3),4.0,2018-07-01,2019-06-30,1.0,1.0
8840,3198.0,2015,200216010463826,ALFALAH,POS,24.78871726989746,68.96553039550781,Sind,BADIN,3.0,3080.0,Sind,Sind,ALFALAH,4542.0,1.0,1.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,1.0
8843,3198.0,2018,200216010463826,ALFALAH,POS,24.78871726989746,68.96553039550781,Sind,BADIN,3.0,4249.0,Sind,Sind,ALFALAH,4542.0,1.0,1.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,1.0
8855,3201.0,2015,200216010463891,ALFALAH,POS,28.02074432373047,69.56770324707031,Sind,GHOTKI,3.0,1470.0,Sind,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
8858,3201.0,2018,,ALFALAH,POS,28.02074432373047,69.56770324707031,,GHOTKI,3.0,,,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
8860,3202.0,2015,200216010463917,ALFALAH,POS,28.15216064453125,69.73469543457031,Sind,GHOTKI,3.0,995.0,Sind,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
8863,3202.0,2018,,ALFALAH,POS,28.15216064453125,69.73469543457031,,GHOTKI,3.0,,,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
8865,3203.0,2015,200216010463925,ALFALAH,POS,28.15216064453125,69.73469543457031,Sind,GHOTKI,3.0,1208.0,Sind,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
8868,3203.0,2018,,ALFALAH,POS,28.15216064453125,69.73469543457031,,GHOTKI,3.0,,,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
8880,3206.0,2015,200216010468247,ALFALAH,POS,35.204586029052734,71.87625885009766,N.W.F.P.,LOWER DIR,3.0,7207.0,N.W.F.P.,N.W.F.P.,TAMEER,5361.0,0.0,5.0,BVS,2017-03-25,54584.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
8883,3206.0,2018,,ALFALAH,POS,35.204586029052734,71.87625885009766,,LOWER DIR,3.0,,,N.W.F.P.,TAMEER,5361.0,0.0,5.0,BVS,2017-03-25,54584.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
8905,3212.0,2015,200216010490530,ALFALAH,POS,35.32265853881836,72.0543212890625,N.W.F.P.,LOWER DIR,3.0,1384.0,N.W.F.P.,N.W.F.P.,TAMEER,5361.0,0.0,5.0,BVS,2017-03-25,54584.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
8908,3212.0,2018,,ALFALAH,POS,35.32265853881836,72.0543212890625,,LOWER DIR,3.0,,,N.W.F.P.,TAMEER,5361.0,0.0,5.0,BVS,2017-03-25,54584.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
8910,3213.0,2015,200216010490688,ALFALAH,POS,32.21350860595703,70.38898468017578,N.W.F.P.,TANK,3.0,8108.0,N.W.F.P.,N.W.F.P.,ALFALAH,1427.0,0.0,1.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,1.0
8913,3213.0,2018,200216010490688,ALFALAH,POS,32.21350860595703,70.38898468017578,N.W.F.P.,TANK,3.0,4465.0,N.W.F.P.,N.W.F.P.,ALFALAH,1427.0,0.0,1.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,1.0
8915,3214.0,2015,200216010490704,ALFALAH,POS,32.21350860595703,70.38898468017578,N.W.F.P.,TANK,3.0,9117.0,N.W.F.P.,N.W.F.P.,ALFALAH,1427.0,0.0,1.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,1.0
8918,3214.0,2018,200216010490704,ALFALAH,POS,32.21350860595703,70.38898468017578,N.W.F.P.,TANK,3.0,3003.0,N.W.F.P.,N.W.F.P.,ALFALAH,1427.0,0.0,1.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,1.0
8925,3216.0,2015,200216010507085,ALFALAH,POS,24.66481018066406,68.83474731445312,Sind,BADIN,3.0,2259.0,Sind,Sind,ALFALAH,4542.0,1.0,1.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,1.0
8928,3216.0,2018,200216010507085,ALFALAH,POS,24.66481018066406,68.83474731445312,Sind,BADIN,3.0,2470.0,Sind,Sind,ALFALAH,4542.0,1.0,1.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,1.0
8930,3217.0,2015,200216010547347,ALFALAH,POS,29.89788055419922,69.52596282958984,Baluchistan,BARKHAN,3.0,2.0,Baluchistan,Baluchistan,ALFALAH,897.0,0.0,1.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,1.0
8933,3217.0,2018,,ALFALAH,POS,29.89788055419922,69.52596282958984,,BARKHAN,3.0,,,Baluchistan,ALFALAH,897.0,0.0,1.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,0.0
8935,3218.0,2015,,ALFALAH,POS,31.42675018310547,73.0820541381836,,FAISALABAD,4.0,,,Punjab,ALFALAH,10435.0,0.0,1.0,BVS,2017-03-25,70254.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
8938,3218.0,2018,,ALFALAH,POS,31.42675018310547,73.0820541381836,,FAISALABAD,4.0,,,Punjab,ALFALAH,10435.0,0.0,1.0,BVS,2017-03-25,70254.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
8975,3226.0,2015,200426010437395,ALFALAH,POS,29.895469665527344,69.24327087402344,Baluchistan,KHOLU,3.0,11972.0,Baluchistan,Baluchistan,ALFALAH,130.0,0.0,1.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,1.0
8978,3226.0,2018,200426010437395,ALFALAH,POS,29.895469665527344,69.24327087402344,Baluchistan,KHOLU,3.0,975.0,Baluchistan,Baluchistan,ALFALAH,130.0,0.0,1.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,1.0
8980,3227.0,2015,200426010437403,ALFALAH,POS,28.88526725769043,64.41112518310547,Baluchistan,CHAGHI,3.0,7310.0,Baluchistan,Baluchistan,ALFALAH,1059.0,0.0,1.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,1.0
8983,3227.0,2018,200426010437403,ALFALAH,POS,28.88526725769043,64.41112518310547,Baluchistan,CHAGHI,3.0,3974.0,Baluchistan,Baluchistan,ALFALAH,1059.0,0.0,1.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,1.0
8985,3228.0,2015,200426010437411,ALFALAH,POS,28.88526725769043,64.41112518310547,Baluchistan,CHAGHI,3.0,5773.0,Baluchistan,Baluchistan,ALFALAH,1059.0,0.0,1.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,1.0
8988,3228.0,2018,200426010437411,ALFALAH,POS,28.88526725769043,64.41112518310547,Baluchistan,CHAGHI,3.0,4327.0,Baluchistan,Baluchistan,ALFALAH,1059.0,0.0,1.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,1.0
9210,3276.0,2015,,ALFALAH,POS,28.940629959106445,70.94959259033203,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
9213,3276.0,2018,3273,ALFALAH,POS,28.940629959106445,70.94959259033203,Punjab,R.Y. KHAN,3.0,1.0,Punjab,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
9235,3281.0,2015,,ALFALAH,POS,28.432050704956055,70.34088897705078,,R.Y. KHAN,4.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
9238,3281.0,2018,3288,ALFALAH,POS,28.432050704956055,70.34088897705078,Punjab,R.Y. KHAN,4.0,19.0,Punjab,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
9255,3285.0,2015,,ALFALAH,POS,28.434812545776367,70.23008728027344,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
9258,3285.0,2018,3296,ALFALAH,POS,28.434812545776367,70.23008728027344,Punjab,R.Y. KHAN,3.0,1.0,Punjab,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
9260,3286.0,2015,,ALFALAH,POS,28.551742553710938,70.46754455566406,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
9263,3286.0,2018,3303,ALFALAH,POS,28.551742553710938,70.46754455566406,Punjab,R.Y. KHAN,3.0,22.0,Punjab,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
9395,3313.0,2015,,ALFALAH,POS,28.292476654052734,70.12523651123047,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
9398,3313.0,2018,,ALFALAH,POS,28.292476654052734,70.12523651123047,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
9430,3320.0,2015,,ALFALAH,POS,28.551742553710938,70.46754455566406,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
9433,3320.0,2018,3417,ALFALAH,POS,28.551742553710938,70.46754455566406,Punjab,R.Y. KHAN,3.0,12.0,Punjab,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
9455,3325.0,2015,,ALFALAH,POS,28.652347564697266,70.65719604492188,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
9458,3325.0,2018,3433,ALFALAH,POS,28.652347564697266,70.65719604492188,Punjab,R.Y. KHAN,3.0,1.0,Punjab,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
9505,3335.0,2015,,ALFALAH,POS,28.312578201293945,70.13209533691406,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
9508,3335.0,2018,,ALFALAH,POS,28.312578201293945,70.13209533691406,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
9510,3336.0,2015,,ALFALAH,POS,28.29489517211914,70.12505340576172,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
9513,3336.0,2018,3512,ALFALAH,POS,28.29489517211914,70.12505340576172,Punjab,R.Y. KHAN,3.0,7.0,Punjab,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
9515,3337.0,2015,,ALFALAH,POS,28.31242561340332,70.12093353271484,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
9518,3337.0,2018,3513,ALFALAH,POS,28.31242561340332,70.12093353271484,Punjab,R.Y. KHAN,3.0,18.0,Punjab,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
9660,3366.0,2015,,ALFALAH,POS,28.932106018066406,70.95979309082031,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
9663,3366.0,2018,,ALFALAH,POS,28.932106018066406,70.95979309082031,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
9690,3372.0,2015,,ALFALAH,POS,28.42345428466797,70.31267547607422,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
9693,3372.0,2018,3671,ALFALAH,POS,28.42345428466797,70.31267547607422,Punjab,R.Y. KHAN,3.0,1.0,Punjab,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
9825,3399.0,2015,,ALFALAH,POS,28.65020179748535,70.67937469482422,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
9828,3399.0,2018,,ALFALAH,POS,28.65020179748535,70.67937469482422,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
9975,3429.0,2015,,ALFALAH,POS,31.306230545043945,72.57756805419922,,JHANG,3.0,,,Punjab,UBL,9446.0,0.0,6.0,BVS,2017-03-25,39597.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
9978,3429.0,2018,4171,ALFALAH,POS,31.306230545043945,72.57756805419922,Punjab,JHANG,3.0,114.0,Punjab,Punjab,UBL,9446.0,0.0,6.0,BVS,2017-03-25,39597.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
10005,3435.0,2015,,ALFALAH,POS,31.82809066772461,72.80548095703125,,JHANG,3.0,,,Punjab,UBL,9446.0,0.0,6.0,BVS,2017-03-25,39597.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
10008,3435.0,2018,4178,ALFALAH,POS,31.82809066772461,72.80548095703125,Punjab,JHANG,3.0,278.0,Punjab,Punjab,UBL,9446.0,0.0,6.0,BVS,2017-03-25,39597.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
10025,3439.0,2015,,ALFALAH,POS,31.7216854095459,72.97383117675781,,JHANG,3.0,,,Punjab,UBL,9446.0,0.0,6.0,BVS,2017-03-25,39597.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
10028,3439.0,2018,4182,ALFALAH,POS,31.7216854095459,72.97383117675781,Punjab,JHANG,3.0,3501.0,Punjab,Punjab,UBL,9446.0,0.0,6.0,BVS,2017-03-25,39597.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
10135,3461.0,2015,,ALFALAH,POS,31.031490325927734,73.13298797607422,,FAISALABAD,3.0,,,Punjab,ALFALAH,10435.0,0.0,1.0,BVS,2017-03-25,70254.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
10300,3495.0,2015,,ALFALAH,POS,29.43553924560547,70.49700164794922,,RAJANPUR,3.0,,,Punjab,UBL,10910.0,0.0,6.0,BVS,2017-12-25,58979.0,1.0,matched (3),3.0,2015-07-01,2016-06-30,0.0,0.0
10303,3495.0,2018,4247,ALFALAH,POS,29.43553924560547,70.49700164794922,Punjab,RAJANPUR,3.0,1527.0,Punjab,Punjab,UBL,10910.0,0.0,6.0,BVS,2017-12-25,58979.0,1.0,matched (3),3.0,2018-07-01,2019-06-30,1.0,1.0
10320,3499.0,2015,,ALFALAH,POS,28.165830612182617,69.72882080078125,,GHOTKI,3.0,,,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
10323,3499.0,2018,4251,ALFALAH,POS,28.165830612182617,69.72882080078125,Sind,GHOTKI,3.0,3807.0,Sind,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
10325,3500.0,2015,,ALFALAH,POS,27.91464614868164,69.51644134521484,,GHOTKI,3.0,,,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
10328,3500.0,2018,4252,ALFALAH,POS,27.91464614868164,69.51644134521484,Sind,GHOTKI,3.0,3072.0,Sind,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
10345,3504.0,2015,,ALFALAH,POS,31.14742660522461,72.6824722290039,,TOBA TEK SINGH,3.0,,,Punjab,ALFALAH,1524.0,0.0,1.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
10348,3504.0,2018,4257,ALFALAH,POS,31.14742660522461,72.6824722290039,Punjab,TOBA TEK SINGH,3.0,667.0,Punjab,Punjab,ALFALAH,1524.0,0.0,1.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,1.0
10350,3505.0,2015,,ALFALAH,POS,31.14674186706543,72.68235778808594,,TOBA TEK SINGH,3.0,,,Punjab,ALFALAH,1524.0,0.0,1.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
10353,3505.0,2018,,ALFALAH,POS,31.14674186706543,72.68235778808594,,TOBA TEK SINGH,3.0,,,Punjab,ALFALAH,1524.0,0.0,1.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,0.0
10360,3507.0,2015,,ALFALAH,POS,24.652769088745117,68.53092193603516,,BADIN,3.0,,,Sind,ALFALAH,4542.0,1.0,1.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
