,newid,year,franchiseid_clean,bank,pp_type,latitud,longitud,province,district_str,matching_accuracy,num_transac,PROVINCE,PROVINCE_0,bank_district,counter,dup,bank_cat,payment_method,start_date,n_beneficiaries,BVS_district,_merge,BVS_group,start_date_pp,end_date_pp,treatment_dt,pp_active
28675,7211.0,2015,,ALFALAH,POS,27.527990341186523,68.75753021240234,,KHAIRPUR,4.0,,,Sind,HBL,18823.0,0.0,2.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
28678,7211.0,2018,867786021559360,ALFALAH,POS,27.527990341186523,68.75753021240234,Sind,KHAIRPUR,4.0,68.0,Sind,Sind,HBL,18823.0,0.0,2.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,1.0
28720,7220.0,2015,,ALFALAH,POS,28.424043655395508,70.309326171875,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
28723,7220.0,2018,867786021560483,ALFALAH,POS,28.424043655395508,70.309326171875,Punjab,R.Y. KHAN,3.0,577.0,Punjab,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
28775,7231.0,2015,,ALFALAH,POS,27.72641944885254,68.82180786132812,,SHIKARPUR,4.0,,,Sind,HBL,13157.0,0.0,2.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
28778,7231.0,2018,867786021563198,ALFALAH,POS,27.72641944885254,68.82180786132812,Sind,SHIKARPUR,4.0,451.0,Sind,Sind,HBL,13157.0,0.0,2.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,1.0
29080,7293.0,2015,,ALFALAH,POS,32.057952880859375,73.07113647460938,,SARGODHA,3.0,,,Punjab,ALFALAH,4609.0,0.0,1.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
29083,7293.0,2018,,ALFALAH,POS,32.057952880859375,73.07113647460938,,SARGODHA,3.0,,,Punjab,ALFALAH,4609.0,0.0,1.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,0.0
29145,7306.0,2015,,ALFALAH,POS,30.0624198913574,70.62799072265625,,D.I.KHAN,3.0,,,N.W.F.P.,HBL,13995.0,0.0,2.0,BVS,2017-03-25,74682.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
29148,7306.0,2018,867786021578741,ALFALAH,POS,30.0624198913574,70.62799072265625,N.W.F.P.,D.I.KHAN,3.0,100.0,N.W.F.P.,N.W.F.P.,HBL,13995.0,0.0,2.0,BVS,2017-03-25,74682.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
29295,7336.0,2015,,ALFALAH,POS,27.723684310913086,68.82318115234375,,SHIKARPUR,3.0,,,Sind,HBL,13157.0,0.0,2.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
29298,7336.0,2018,867786021583378,ALFALAH,POS,27.723684310913086,68.82318115234375,Sind,SHIKARPUR,3.0,1111.0,Sind,Sind,HBL,13157.0,0.0,2.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,1.0
29350,7347.0,2015,,ALFALAH,POS,27.724380493164062,68.82280731201172,,SHIKARPUR,3.0,,,Sind,HBL,13157.0,0.0,2.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
29353,7347.0,2018,867786021586124,ALFALAH,POS,27.724380493164062,68.82280731201172,Sind,SHIKARPUR,3.0,154.0,Sind,Sind,HBL,13157.0,0.0,2.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,1.0
29495,7376.0,2015,,ALFALAH,POS,28.312578201293945,70.12574005126953,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
29498,7376.0,2018,,ALFALAH,POS,28.312578201293945,70.12574005126953,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
29655,7408.0,2015,,ALFALAH,POS,31.12750244140625,74.44805145263672,,KASUR,3.0,,,Punjab,ALFALAH,4336.0,1.0,1.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
29658,7408.0,2018,,ALFALAH,POS,31.12750244140625,74.44805145263672,,KASUR,3.0,,,Punjab,ALFALAH,4336.0,1.0,1.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,0.0
30040,7485.0,2015,,ALFALAH,POS,27.724428176879883,68.82279968261719,,SHIKARPUR,3.0,,,Sind,HBL,13157.0,0.0,2.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
30043,7485.0,2018,867786021760414,ALFALAH,POS,27.724428176879883,68.82279968261719,Sind,SHIKARPUR,3.0,350.0,Sind,Sind,HBL,13157.0,0.0,2.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,1.0
30075,7492.0,2015,,ALFALAH,POS,28.164154052734375,69.732421875,,GHOTKI,3.0,,,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
30078,7492.0,2018,867786021761453,ALFALAH,POS,28.164154052734375,69.732421875,Sind,GHOTKI,3.0,664.0,Sind,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
30090,7495.0,2015,,ALFALAH,POS,28.009910583496094,69.32402038574219,,GHOTKI,3.0,,,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
30093,7495.0,2018,867786021782590,ALFALAH,POS,28.009910583496094,69.32402038574219,Sind,GHOTKI,3.0,397.0,Sind,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
30130,7503.0,2015,,ALFALAH,POS,31.531810760498047,74.3453369140625,,LAHORE,4.0,,,Punjab,HBL,9298.0,0.0,2.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
30133,7503.0,2018,,ALFALAH,POS,31.531810760498047,74.3453369140625,,LAHORE,4.0,,,Punjab,HBL,9298.0,0.0,2.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,0.0
30215,7520.0,2015,,ALFALAH,POS,27.724937438964844,68.82301330566406,,SHIKARPUR,4.0,,,Sind,HBL,13157.0,0.0,2.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
30218,7520.0,2018,,ALFALAH,POS,27.724937438964844,68.82301330566406,,SHIKARPUR,4.0,,,Sind,HBL,13157.0,0.0,2.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,0.0
30240,7525.0,2015,,ALFALAH,POS,28.16119956970215,69.7284927368164,,GHOTKI,3.0,,,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
30243,7525.0,2018,867786021801721,ALFALAH,POS,28.16119956970215,69.7284927368164,Sind,GHOTKI,3.0,12.0,Sind,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
30320,7541.0,2015,,ALFALAH,POS,27.724937438964844,68.82301330566406,,SHIKARPUR,4.0,,,Sind,HBL,13157.0,0.0,2.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
30323,7541.0,2018,,ALFALAH,POS,27.724937438964844,68.82301330566406,,SHIKARPUR,4.0,,,Sind,HBL,13157.0,0.0,2.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,0.0
30450,7567.0,2015,,ALFALAH,POS,27.814287185668945,69.11180877685547,,SUKKUR,3.0,,,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
30453,7567.0,2018,867786021818923,ALFALAH,POS,27.814287185668945,69.11180877685547,Sind,SUKKUR,3.0,681.0,Sind,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
30455,7568.0,2015,,ALFALAH,POS,27.843252182006836,69.41290283203125,,GHOTKI,3.0,,,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
30458,7568.0,2018,867786021818949,ALFALAH,POS,27.843252182006836,69.41290283203125,Sind,GHOTKI,3.0,336.0,Sind,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
30695,7616.0,2015,,ALFALAH,POS,31.42021942138672,73.07927703857422,,FAISALABAD,4.0,,,Punjab,ALFALAH,10435.0,0.0,1.0,BVS,2017-03-25,70254.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
30698,7616.0,2018,867786021847328,ALFALAH,POS,31.42021942138672,73.07927703857422,Punjab,FAISALABAD,4.0,112.0,Punjab,Punjab,ALFALAH,10435.0,0.0,1.0,BVS,2017-03-25,70254.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
30730,7623.0,2015,,ALFALAH,POS,31.040674209594727,73.85071563720703,,KASUR,3.0,,,Punjab,ALFALAH,4336.0,1.0,1.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
30733,7623.0,2018,867786021850769,ALFALAH,POS,31.040674209594727,73.85071563720703,Punjab,KASUR,3.0,1.0,Punjab,Punjab,ALFALAH,4336.0,1.0,1.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,1.0
30755,7628.0,2015,,ALFALAH,POS,28.02456283569336,69.54092407226562,,GHOTKI,3.0,,,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
30758,7628.0,2018,867786021855677,ALFALAH,POS,28.02456283569336,69.54092407226562,Sind,GHOTKI,3.0,220.0,Sind,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
30800,7637.0,2015,,ALFALAH,POS,28.415891647338867,70.29541778564453,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
30803,7637.0,2018,867786021861121,ALFALAH,POS,28.415891647338867,70.29541778564453,Punjab,R.Y. KHAN,3.0,1.0,Punjab,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
30890,7655.0,2015,,ALFALAH,POS,28.289897918701172,70.13702392578125,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
30893,7655.0,2018,,ALFALAH,POS,28.289897918701172,70.13702392578125,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
30900,7657.0,2015,,ALFALAH,POS,28.31242561340332,70.12093353271484,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
30903,7657.0,2018,,ALFALAH,POS,28.31242561340332,70.12093353271484,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
31000,7677.0,2015,,ALFALAH,POS,29.8026065826416,72.177978515625,,VEHARI,3.0,,,Punjab,TAMEER,2202.0,0.0,5.0,BVS,2017-03-25,37102.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
31003,7677.0,2018,8845,ALFALAH,POS,29.8026065826416,72.177978515625,Punjab,VEHARI,3.0,5.0,Punjab,Punjab,TAMEER,2202.0,0.0,5.0,BVS,2017-03-25,37102.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
31090,7695.0,2015,,ALFALAH,POS,31.407432556152344,73.07303619384766,,FAISALABAD,3.0,,,Punjab,ALFALAH,10435.0,0.0,1.0,BVS,2017-03-25,70254.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
31093,7695.0,2018,,ALFALAH,POS,31.407432556152344,73.07303619384766,,FAISALABAD,3.0,,,Punjab,ALFALAH,10435.0,0.0,1.0,BVS,2017-03-25,70254.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
31140,7705.0,2015,,ALFALAH,POS,31.565000534057617,72.64935302734375,,JHANG,3.0,,,Punjab,UBL,9446.0,0.0,6.0,BVS,2017-03-25,39597.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
31143,7705.0,2018,8893,ALFALAH,POS,31.565000534057617,72.64935302734375,Punjab,JHANG,3.0,142.0,Punjab,Punjab,UBL,9446.0,0.0,6.0,BVS,2017-03-25,39597.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
31225,7722.0,2015,,ALFALAH,POS,30.584035873413086,71.23482513427734,,MUZAFFARGARH,4.0,,,Punjab,TAMEER,32931.0,0.0,5.0,BVS,2017-03-25,205488.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
31228,7722.0,2018,8922,ALFALAH,POS,30.584035873413086,71.23482513427734,Punjab,MUZAFFARGARH,4.0,7.0,Punjab,Punjab,TAMEER,32931.0,0.0,5.0,BVS,2017-03-25,205488.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
31235,7724.0,2015,,ALFALAH,POS,27.724374771118164,68.82280731201172,,SHIKARPUR,3.0,,,Sind,HBL,13157.0,0.0,2.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
31238,7724.0,2018,,ALFALAH,POS,27.724374771118164,68.82280731201172,,SHIKARPUR,3.0,,,Sind,HBL,13157.0,0.0,2.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,0.0
31250,7727.0,2015,,ALFALAH,POS,27.670654296875,68.8930892944336,,SUKKUR,3.0,,,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
31253,7727.0,2018,8933,ALFALAH,POS,27.670654296875,68.8930892944336,Sind,SUKKUR,3.0,2728.0,Sind,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
31255,7728.0,2015,,ALFALAH,POS,27.586811065673828,68.86304473876953,,SUKKUR,3.0,,,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
31258,7728.0,2018,8934,ALFALAH,POS,27.586811065673828,68.86304473876953,Sind,SUKKUR,3.0,378.0,Sind,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
31400,7758.0,2015,,ALFALAH,POS,33.80627822875977,73.12938690185547,,HARIPUR,4.0,,,N.W.F.P.,ALFALAH,2011.0,0.0,1.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
31403,7758.0,2018,9020,ALFALAH,POS,33.80627822875977,73.12938690185547,N.W.F.P.,HARIPUR,4.0,586.0,N.W.F.P.,N.W.F.P.,ALFALAH,2011.0,0.0,1.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,1.0
31520,7782.0,2015,,ALFALAH,POS,28.152198791503906,69.73452758789062,,GHOTKI,3.0,,,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
31523,7782.0,2018,,ALFALAH,POS,28.152198791503906,69.73452758789062,,GHOTKI,3.0,,,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
31540,7786.0,2015,,ALFALAH,POS,27.644756317138672,68.83175659179688,,SUKKUR,3.0,,,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
31543,7786.0,2018,9216,ALFALAH,POS,27.644756317138672,68.83175659179688,Sind,SUKKUR,3.0,2000.0,Sind,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
31545,7787.0,2015,,ALFALAH,POS,27.644756317138672,68.83175659179688,,SUKKUR,3.0,,,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
31548,7787.0,2018,9217,ALFALAH,POS,27.644756317138672,68.83175659179688,Sind,SUKKUR,3.0,859.0,Sind,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
31550,7788.0,2015,,ALFALAH,POS,27.794113159179688,68.76542663574219,,SHIKARPUR,3.0,,,Sind,HBL,13157.0,0.0,2.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
31553,7788.0,2018,,ALFALAH,POS,27.794113159179688,68.76542663574219,,SHIKARPUR,3.0,,,Sind,HBL,13157.0,0.0,2.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,0.0
31580,7795.0,2015,,ALFALAH,POS,27.686166763305664,68.91092681884766,,SUKKUR,3.0,,,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
31583,7795.0,2018,,ALFALAH,POS,27.686166763305664,68.91092681884766,,SUKKUR,3.0,,,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
31595,7798.0,2015,,ALFALAH,POS,29.09483528137207,70.9021224975586,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
31598,7798.0,2018,,ALFALAH,POS,29.09483528137207,70.9021224975586,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
31635,7806.0,2015,,ALFALAH,POS,27.670654296875,68.8930892944336,,SUKKUR,3.0,,,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
31638,7806.0,2018,,ALFALAH,POS,27.670654296875,68.8930892944336,,SUKKUR,3.0,,,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
31675,7814.0,2015,,ALFALAH,POS,27.668676376342773,68.89434814453125,,SUKKUR,3.0,,,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
31678,7814.0,2018,9288,ALFALAH,POS,27.668676376342773,68.89434814453125,Sind,SUKKUR,3.0,433.0,Sind,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
32025,7889.0,2015,,ALFALAH,POS,27.668670654296875,68.89434814453125,,SUKKUR,3.0,,,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
32028,7889.0,2018,,ALFALAH,POS,27.668670654296875,68.89434814453125,,SUKKUR,3.0,,,Sind,ALFALAH,6113.0,0.0,1.0,BVS,2017-03-25,67263.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
32085,7901.0,2015,,ALFALAH,POS,29.143932342529297,71.26020050048828,,BHAWALPUR,3.0,,,Punjab,TAMEER,13956.0,0.0,5.0,BVS,2017-03-25,100409.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
32088,7901.0,2018,9503,ALFALAH,POS,29.143932342529297,71.26020050048828,Punjab,BHAWALPUR,3.0,2.0,Punjab,Punjab,TAMEER,13956.0,0.0,5.0,BVS,2017-03-25,100409.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
32200,7924.0,2015,,ALFALAH,POS,28.289897918701172,70.13702392578125,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
32203,7924.0,2018,,ALFALAH,POS,28.289897918701172,70.13702392578125,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
32235,7931.0,2015,,ALFALAH,POS,28.30561637878418,70.1338119506836,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
32238,7931.0,2018,9665,ALFALAH,POS,28.30561637878418,70.1338119506836,Punjab,R.Y. KHAN,3.0,193.0,Punjab,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
32270,7938.0,2015,,ALFALAH,POS,28.31242561340332,70.12093353271484,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
32273,7938.0,2018,9678,ALFALAH,POS,28.31242561340332,70.12093353271484,Punjab,R.Y. KHAN,3.0,73.0,Punjab,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
32280,7940.0,2015,,ALFALAH,POS,28.31242561340332,70.12093353271484,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
32283,7940.0,2018,9680,ALFALAH,POS,28.31242561340332,70.12093353271484,Punjab,R.Y. KHAN,3.0,42.0,Punjab,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
32340,7952.0,2015,,ALFALAH,POS,28.025920867919922,69.32275390625,,GHOTKI,3.0,,,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
32343,7952.0,2018,,ALFALAH,POS,28.025920867919922,69.32275390625,,GHOTKI,3.0,,,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
32350,7954.0,2015,,ALFALAH,POS,29.09483528137207,70.9021224975586,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,0.0
32353,7954.0,2018,,ALFALAH,POS,29.09483528137207,70.9021224975586,,R.Y. KHAN,3.0,,,Punjab,TAMEER,30583.0,0.0,5.0,BVS,2017-03-25,152828.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,0.0
32570,7999.0,2015,,ALFALAH,POS,27.85873031616211,68.83323669433594,,SHIKARPUR,3.0,,,Sind,HBL,13157.0,0.0,2.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
32573,7999.0,2018,,ALFALAH,POS,27.85873031616211,68.83323669433594,,SHIKARPUR,3.0,,,Sind,HBL,13157.0,0.0,2.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,0.0
32590,8003.0,2015,,ALFALAH,POS,27.858722686767578,68.83323669433594,,SHIKARPUR,3.0,,,Sind,HBL,13157.0,0.0,2.0,,,,,master only (1),,2015-07-01,2016-06-30,0.0,0.0
32593,8003.0,2018,,ALFALAH,POS,27.858722686767578,68.83323669433594,,SHIKARPUR,3.0,,,Sind,HBL,13157.0,0.0,2.0,,,,,master only (1),,2018-07-01,2019-06-30,0.0,0.0
32645,8014.0,2015,0008,HBL,ATM,25.02445411682129,67.30623626708984,Sind,KARACHI MALIR,3.0,20.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
32648,8014.0,2018,0008,HBL,ATM,25.02445411682129,67.30623626708984,Sind,KARACHI MALIR,3.0,3.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
32690,8023.0,2015,0023,HBL,ATM,24.9156551361084,67.25831604003906,Sind,KARACHI MALIR,3.0,29.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
32693,8023.0,2018,0023,HBL,ATM,24.9156551361084,67.25831604003906,Sind,KARACHI MALIR,3.0,12.0,Sind,Sind,UBL,3124.0,0.0,6.0,BVS,2017-03-25,16953.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
32825,8050.0,2015,0065,HBL,ATM,25.03603172302246,67.04895782470703,Sind,KARACHI WEST,3.0,208.0,Sind,Sind,UBL,6303.0,0.0,6.0,BVS,2017-03-25,30137.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
32828,8050.0,2018,0065,HBL,ATM,25.03603172302246,67.04895782470703,Sind,KARACHI WEST,3.0,72.0,Sind,Sind,UBL,6303.0,0.0,6.0,BVS,2017-03-25,30137.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
32985,8082.0,2015,0100,HBL,ATM,28.027158737182617,69.32352447509766,Sind,GHOTKI,3.0,30.0,Sind,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
32988,8082.0,2018,0100,HBL,ATM,28.027158737182617,69.32352447509766,Sind,GHOTKI,3.0,66.0,Sind,Sind,ALFALAH,9587.0,0.0,1.0,BVS,2017-03-25,84161.0,1.0,matched (3),1.0,2018-07-01,2019-06-30,1.0,1.0
33170,8120.0,2015,0142,HBL,ATM,31.430265426635742,73.07439422607422,Punjab,FAISALABAD,4.0,4.0,Punjab,Punjab,ALFALAH,10435.0,0.0,1.0,BVS,2017-03-25,70254.0,1.0,matched (3),1.0,2015-07-01,2016-06-30,0.0,1.0
